Temperature (K),Pressure (atm),Density (kg/m3),Cp (J/g*K),Viscosity (Pa*s),Therm. Cond. (W/m*K)
657,1,1.5542,0.24823,4.7463E-05,0.017665
658,1,1.5518,0.24823,4.7516E-05,0.017685
659,1,1.5495,0.24823,4.7569E-05,0.017705
660,1,1.5471,0.24823,4.7622E-05,0.017724
661,1,1.5448,0.24823,4.7675E-05,0.017744
662,1,1.5424,0.24822,4.7728E-05,0.017764
663,1,1.5401,0.24822,4.7781E-05,0.017783
664,1,1.5378,0.24822,4.7834E-05,0.017803
665,1,1.5355,0.24822,4.7886E-05,0.017822
666,1,1.5332,0.24822,4.7939E-05,0.017842
667,1,1.5309,0.24822,4.7992E-05,0.017862
668,1,1.5286,0.24822,4.8045E-05,0.017881
669,1,1.5263,0.24822,4.8097E-05,0.017901
670,1,1.524,0.24822,4.815E-05,0.01792
671,1,1.5217,0.24822,4.8202E-05,0.01794
672,1,1.5195,0.24822,4.8255E-05,0.017959
673,1,1.5172,0.24822,4.8307E-05,0.017979
674,1,1.5149,0.24822,4.836E-05,0.017998
675,1,1.5127,0.24822,4.8412E-05,0.018018
676,1,1.5105,0.24822,4.8464E-05,0.018037
677,1,1.5082,0.24822,4.8517E-05,0.018057
678,1,1.506,0.24822,4.8569E-05,0.018076
679,1,1.5038,0.24822,4.8621E-05,0.018096
680,1,1.5016,0.24821,4.8673E-05,0.018115
681,1,1.4994,0.24821,4.8726E-05,0.018135
682,1,1.4972,0.24821,4.8778E-05,0.018154
683,1,1.495,0.24821,4.883E-05,0.018173
684,1,1.4928,0.24821,4.8882E-05,0.018193
685,1,1.4906,0.24821,4.8934E-05,0.018212
686,1,1.4884,0.24821,4.8986E-05,0.018231
687,1,1.4863,0.24821,4.9038E-05,0.018251
688,1,1.4841,0.24821,4.909E-05,0.01827
689,1,1.482,0.24821,4.9142E-05,0.018289
690,1,1.4798,0.24821,4.9194E-05,0.018309
691,1,1.4777,0.24821,4.9245E-05,0.018328
692,1,1.4755,0.24821,4.9297E-05,0.018347
693,1,1.4734,0.24821,4.9349E-05,0.018366
694,1,1.4713,0.24821,4.9401E-05,0.018386
695,1,1.4691,0.24821,4.9452E-05,0.018405
696,1,1.467,0.24821,4.9504E-05,0.018424
697,1,1.4649,0.24821,4.9556E-05,0.018443
698,1,1.4628,0.24821,4.9607E-05,0.018462
699,1,1.4607,0.2482,4.9659E-05,0.018482
700,1,1.4587,0.2482,4.971E-05,0.018501
701,1,1.4566,0.2482,4.9762E-05,0.01852
702,1,1.4545,0.2482,4.9813E-05,0.018539
703,1,1.4524,0.2482,4.9864E-05,0.018558
704,1,1.4504,0.2482,4.9916E-05,0.018577
705,1,1.4483,0.2482,4.9967E-05,0.018596
706,1,1.4462,0.2482,5.0018E-05,0.018615
707,1,1.4442,0.2482,5.007E-05,0.018635
708,1,1.4422,0.2482,5.0121E-05,0.018654
709,1,1.4401,0.2482,5.0172E-05,0.018673
710,1,1.4381,0.2482,5.0223E-05,0.018692
711,1,1.4361,0.2482,5.0274E-05,0.018711
712,1,1.4341,0.2482,5.0326E-05,0.01873
713,1,1.432,0.2482,5.0377E-05,0.018749
714,1,1.43,0.2482,5.0428E-05,0.018768
715,1,1.428,0.2482,5.0479E-05,0.018787
716,1,1.426,0.2482,5.053E-05,0.018806
717,1,1.424,0.2482,5.058E-05,0.018825
718,1,1.4221,0.2482,5.0631E-05,0.018843
719,1,1.4201,0.2482,5.0682E-05,0.018862
720,1,1.4181,0.24819,5.0733E-05,0.018881
721,1,1.4161,0.24819,5.0784E-05,0.0189
722,1,1.4142,0.24819,5.0835E-05,0.018919
723,1,1.4122,0.24819,5.0885E-05,0.018938
724,1,1.4103,0.24819,5.0936E-05,0.018957
725,1,1.4083,0.24819,5.0987E-05,0.018976
726,1,1.4064,0.24819,5.1037E-05,0.018994
727,1,1.4045,0.24819,5.1088E-05,0.019013
728,1,1.4025,0.24819,5.1138E-05,0.019032
729,1,1.4006,0.24819,5.1189E-05,0.019051
730,1,1.3987,0.24819,5.1239E-05,0.01907
731,1,1.3968,0.24819,5.129E-05,0.019088
732,1,1.3949,0.24819,5.134E-05,0.019107
733,1,1.393,0.24819,5.1391E-05,0.019126
734,1,1.3911,0.24819,5.1441E-05,0.019145
735,1,1.3892,0.24819,5.1491E-05,0.019163
736,1,1.3873,0.24819,5.1542E-05,0.019182
737,1,1.3854,0.24819,5.1592E-05,0.019201
738,1,1.3835,0.24819,5.1642E-05,0.019219
739,1,1.3816,0.24819,5.1692E-05,0.019238
740,1,1.3798,0.24819,5.1742E-05,0.019257
741,1,1.3779,0.24819,5.1793E-05,0.019275
742,1,1.3761,0.24819,5.1843E-05,0.019294
743,1,1.3742,0.24819,5.1893E-05,0.019313
744,1,1.3723,0.24818,5.1943E-05,0.019331
745,1,1.3705,0.24818,5.1993E-05,0.01935
746,1,1.3687,0.24818,5.2043E-05,0.019368
747,1,1.3668,0.24818,5.2093E-05,0.019387
748,1,1.365,0.24818,5.2143E-05,0.019406
749,1,1.3632,0.24818,5.2192E-05,0.019424
750,1,1.3614,0.24818,5.2242E-05,0.019443
