Temperature (K)	Pressure (atm)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
341.00	1.0000	2.9986	0.33348	129.20	162.99	1.1603	0.14895	0.24887	237.45	1.1709	2.8268e-05	0.010523	vapor
342.00	1.0000	2.9898	0.33447	129.34	163.23	1.1610	0.14895	0.24886	237.80	1.1650	2.8339e-05	0.010549	vapor
343.00	1.0000	2.9811	0.33545	129.49	163.48	1.1617	0.14895	0.24886	238.15	1.1592	2.8410e-05	0.010576	vapor
344.00	1.0000	2.9724	0.33643	129.64	163.73	1.1624	0.14895	0.24885	238.50	1.1534	2.8481e-05	0.010602	vapor
345.00	1.0000	2.9637	0.33741	129.79	163.98	1.1632	0.14895	0.24884	238.84	1.1476	2.8552e-05	0.010628	vapor
346.00	1.0000	2.9551	0.33840	129.94	164.23	1.1639	0.14895	0.24884	239.19	1.1419	2.8622e-05	0.010655	vapor
347.00	1.0000	2.9466	0.33938	130.09	164.48	1.1646	0.14895	0.24883	239.54	1.1363	2.8693e-05	0.010681	vapor
348.00	1.0000	2.9381	0.34036	130.24	164.73	1.1653	0.14895	0.24883	239.88	1.1306	2.8763e-05	0.010707	vapor
349.00	1.0000	2.9296	0.34134	130.39	164.98	1.1660	0.14895	0.24882	240.23	1.1250	2.8834e-05	0.010734	vapor
350.00	1.0000	2.9212	0.34233	130.54	165.23	1.1667	0.14894	0.24882	240.57	1.1195	2.8904e-05	0.010760	vapor
351.00	1.0000	2.9128	0.34331	130.69	165.47	1.1675	0.14894	0.24881	240.92	1.1140	2.8974e-05	0.010786	vapor
352.00	1.0000	2.9045	0.34429	130.84	165.72	1.1682	0.14894	0.24881	241.26	1.1085	2.9045e-05	0.010812	vapor
353.00	1.0000	2.8963	0.34527	130.99	165.97	1.1689	0.14894	0.24880	241.61	1.1031	2.9115e-05	0.010838	vapor
354.00	1.0000	2.8880	0.34626	131.14	166.22	1.1696	0.14894	0.24880	241.95	1.0977	2.9185e-05	0.010864	vapor
355.00	1.0000	2.8799	0.34724	131.29	166.47	1.1703	0.14894	0.24879	242.29	1.0923	2.9255e-05	0.010890	vapor
356.00	1.0000	2.8717	0.34822	131.43	166.72	1.1710	0.14894	0.24879	242.64	1.0870	2.9324e-05	0.010916	vapor
357.00	1.0000	2.8637	0.34920	131.58	166.97	1.1717	0.14894	0.24878	242.98	1.0817	2.9394e-05	0.010942	vapor
358.00	1.0000	2.8556	0.35019	131.73	167.22	1.1724	0.14894	0.24878	243.32	1.0764	2.9464e-05	0.010968	vapor
359.00	1.0000	2.8476	0.35117	131.88	167.46	1.1731	0.14894	0.24877	243.66	1.0712	2.9533e-05	0.010994	vapor
360.00	1.0000	2.8397	0.35215	132.03	167.71	1.1737	0.14894	0.24877	244.00	1.0660	2.9603e-05	0.011020	vapor
361.00	1.0000	2.8318	0.35313	132.18	167.96	1.1744	0.14893	0.24876	244.34	1.0609	2.9672e-05	0.011046	vapor
362.00	1.0000	2.8239	0.35411	132.33	168.21	1.1751	0.14893	0.24876	244.68	1.0558	2.9742e-05	0.011072	vapor
363.00	1.0000	2.8161	0.35510	132.48	168.46	1.1758	0.14893	0.24875	245.02	1.0507	2.9811e-05	0.011097	vapor
364.00	1.0000	2.8084	0.35608	132.63	168.71	1.1765	0.14893	0.24875	245.36	1.0457	2.9880e-05	0.011123	vapor
365.00	1.0000	2.8006	0.35706	132.78	168.96	1.1772	0.14893	0.24874	245.69	1.0407	2.9949e-05	0.011149	vapor
366.00	1.0000	2.7930	0.35804	132.93	169.21	1.1779	0.14893	0.24874	246.03	1.0357	3.0018e-05	0.011175	vapor
367.00	1.0000	2.7853	0.35903	133.08	169.45	1.1785	0.14893	0.24873	246.37	1.0308	3.0087e-05	0.011200	vapor
368.00	1.0000	2.7777	0.36001	133.23	169.70	1.1792	0.14893	0.24873	246.70	1.0258	3.0156e-05	0.011226	vapor
369.00	1.0000	2.7702	0.36099	133.37	169.95	1.1799	0.14893	0.24872	247.04	1.0210	3.0225e-05	0.011251	vapor
370.00	1.0000	2.7626	0.36197	133.52	170.20	1.1806	0.14893	0.24872	247.38	1.0161	3.0293e-05	0.011277	vapor
371.00	1.0000	2.7552	0.36295	133.67	170.45	1.1812	0.14893	0.24871	247.71	1.0113	3.0362e-05	0.011303	vapor
372.00	1.0000	2.7477	0.36394	133.82	170.70	1.1819	0.14893	0.24871	248.05	1.0065	3.0430e-05	0.011328	vapor
373.00	1.0000	2.7403	0.36492	133.97	170.95	1.1826	0.14892	0.24871	248.38	1.0018	3.0499e-05	0.011354	vapor
374.00	1.0000	2.7330	0.36590	134.12	171.20	1.1832	0.14892	0.24870	248.71	0.99707	3.0567e-05	0.011379	vapor
375.00	1.0000	2.7257	0.36688	134.27	171.44	1.1839	0.14892	0.24870	249.05	0.99238	3.0635e-05	0.011404	vapor
376.00	1.0000	2.7184	0.36786	134.42	171.69	1.1846	0.14892	0.24869	249.38	0.98772	3.0704e-05	0.011430	vapor
377.00	1.0000	2.7112	0.36885	134.57	171.94	1.1852	0.14892	0.24869	249.71	0.98309	3.0772e-05	0.011455	vapor
378.00	1.0000	2.7040	0.36983	134.72	172.19	1.1859	0.14892	0.24869	250.04	0.97850	3.0840e-05	0.011480	vapor
379.00	1.0000	2.6968	0.37081	134.87	172.44	1.1865	0.14892	0.24868	250.38	0.97393	3.0908e-05	0.011506	vapor
380.00	1.0000	2.6897	0.37179	135.02	172.69	1.1872	0.14892	0.24868	250.71	0.96939	3.0975e-05	0.011531	vapor
381.00	1.0000	2.6826	0.37277	135.16	172.94	1.1879	0.14892	0.24867	251.04	0.96488	3.1043e-05	0.011556	vapor
382.00	1.0000	2.6756	0.37375	135.31	173.18	1.1885	0.14892	0.24867	251.37	0.96039	3.1111e-05	0.011581	vapor
383.00	1.0000	2.6685	0.37474	135.46	173.43	1.1892	0.14892	0.24867	251.70	0.95594	3.1179e-05	0.011607	vapor
384.00	1.0000	2.6616	0.37572	135.61	173.68	1.1898	0.14892	0.24866	252.03	0.95151	3.1246e-05	0.011632	vapor
385.00	1.0000	2.6546	0.37670	135.76	173.93	1.1904	0.14892	0.24866	252.35	0.94711	3.1314e-05	0.011657	vapor
386.00	1.0000	2.6477	0.37768	135.91	174.18	1.1911	0.14892	0.24865	252.68	0.94274	3.1381e-05	0.011682	vapor
387.00	1.0000	2.6409	0.37866	136.06	174.43	1.1917	0.14892	0.24865	253.01	0.93840	3.1448e-05	0.011707	vapor
388.00	1.0000	2.6340	0.37965	136.21	174.68	1.1924	0.14891	0.24865	253.34	0.93408	3.1515e-05	0.011732	vapor
389.00	1.0000	2.6272	0.38063	136.36	174.93	1.1930	0.14891	0.24864	253.67	0.92979	3.1583e-05	0.011757	vapor
390.00	1.0000	2.6205	0.38161	136.51	175.17	1.1937	0.14891	0.24864	253.99	0.92552	3.1650e-05	0.011782	vapor
391.00	1.0000	2.6138	0.38259	136.66	175.42	1.1943	0.14891	0.24864	254.32	0.92128	3.1717e-05	0.011807	vapor
392.00	1.0000	2.6071	0.38357	136.81	175.67	1.1949	0.14891	0.24863	254.64	0.91707	3.1784e-05	0.011832	vapor
393.00	1.0000	2.6004	0.38455	136.96	175.92	1.1956	0.14891	0.24863	254.97	0.91289	3.1851e-05	0.011857	vapor
394.00	1.0000	2.5938	0.38554	137.10	176.17	1.1962	0.14891	0.24862	255.29	0.90872	3.1917e-05	0.011882	vapor
395.00	1.0000	2.5872	0.38652	137.25	176.42	1.1968	0.14891	0.24862	255.62	0.90459	3.1984e-05	0.011906	vapor
396.00	1.0000	2.5807	0.38750	137.40	176.67	1.1975	0.14891	0.24862	255.94	0.90048	3.2051e-05	0.011931	vapor
397.00	1.0000	2.5741	0.38848	137.55	176.91	1.1981	0.14891	0.24861	256.27	0.89639	3.2117e-05	0.011956	vapor
398.00	1.0000	2.5676	0.38946	137.70	177.16	1.1987	0.14891	0.24861	256.59	0.89233	3.2184e-05	0.011981	vapor
399.00	1.0000	2.5612	0.39044	137.85	177.41	1.1993	0.14891	0.24861	256.91	0.88829	3.2250e-05	0.012006	vapor
400.00	1.0000	2.5548	0.39143	138.00	177.66	1.2000	0.14891	0.24860	257.24	0.88428	3.2316e-05	0.012030	vapor
401.00	1.0000	2.5484	0.39241	138.15	177.91	1.2006	0.14891	0.24860	257.56	0.88029	3.2383e-05	0.012055	vapor
402.00	1.0000	2.5420	0.39339	138.30	178.16	1.2012	0.14891	0.24860	257.88	0.87632	3.2449e-05	0.012079	vapor
403.00	1.0000	2.5357	0.39437	138.45	178.41	1.2018	0.14891	0.24859	258.20	0.87238	3.2515e-05	0.012104	vapor
404.00	1.0000	2.5294	0.39535	138.60	178.65	1.2024	0.14891	0.24859	258.52	0.86846	3.2581e-05	0.012129	vapor
405.00	1.0000	2.5231	0.39633	138.74	178.90	1.2030	0.14891	0.24859	258.84	0.86456	3.2647e-05	0.012153	vapor
406.00	1.0000	2.5169	0.39731	138.89	179.15	1.2037	0.14890	0.24859	259.16	0.86069	3.2713e-05	0.012178	vapor
407.00	1.0000	2.5107	0.39830	139.04	179.40	1.2043	0.14890	0.24858	259.48	0.85683	3.2779e-05	0.012202	vapor
408.00	1.0000	2.5045	0.39928	139.19	179.65	1.2049	0.14890	0.24858	259.80	0.85301	3.2844e-05	0.012227	vapor
409.00	1.0000	2.4984	0.40026	139.34	179.90	1.2055	0.14890	0.24858	260.12	0.84920	3.2910e-05	0.012251	vapor
410.00	1.0000	2.4923	0.40124	139.49	180.15	1.2061	0.14890	0.24857	260.44	0.84541	3.2976e-05	0.012276	vapor
411.00	1.0000	2.4862	0.40222	139.64	180.39	1.2067	0.14890	0.24857	260.76	0.84165	3.3041e-05	0.012300	vapor
412.00	1.0000	2.4801	0.40320	139.79	180.64	1.2073	0.14890	0.24857	261.07	0.83791	3.3107e-05	0.012324	vapor
413.00	1.0000	2.4741	0.40418	139.94	180.89	1.2079	0.14890	0.24856	261.39	0.83419	3.3172e-05	0.012349	vapor
414.00	1.0000	2.4681	0.40517	140.09	181.14	1.2085	0.14890	0.24856	261.71	0.83049	3.3238e-05	0.012373	vapor
415.00	1.0000	2.4622	0.40615	140.24	181.39	1.2091	0.14890	0.24856	262.02	0.82681	3.3303e-05	0.012397	vapor
416.00	1.0000	2.4562	0.40713	140.39	181.64	1.2097	0.14890	0.24856	262.34	0.82316	3.3368e-05	0.012422	vapor
417.00	1.0000	2.4503	0.40811	140.53	181.89	1.2103	0.14890	0.24855	262.66	0.81952	3.3433e-05	0.012446	vapor
418.00	1.0000	2.4444	0.40909	140.68	182.13	1.2109	0.14890	0.24855	262.97	0.81591	3.3498e-05	0.012470	vapor
419.00	1.0000	2.4386	0.41007	140.83	182.38	1.2115	0.14890	0.24855	263.29	0.81231	3.3563e-05	0.012494	vapor
420.00	1.0000	2.4328	0.41105	140.98	182.63	1.2121	0.14890	0.24854	263.60	0.80874	3.3628e-05	0.012518	vapor
421.00	1.0000	2.4270	0.41204	141.13	182.88	1.2127	0.14890	0.24854	263.92	0.80518	3.3693e-05	0.012542	vapor
422.00	1.0000	2.4212	0.41302	141.28	183.13	1.2133	0.14890	0.24854	264.23	0.80165	3.3758e-05	0.012567	vapor
423.00	1.0000	2.4155	0.41400	141.43	183.38	1.2138	0.14890	0.24854	264.54	0.79813	3.3822e-05	0.012591	vapor
424.00	1.0000	2.4098	0.41498	141.58	183.63	1.2144	0.14890	0.24853	264.86	0.79463	3.3887e-05	0.012615	vapor
425.00	1.0000	2.4041	0.41596	141.73	183.87	1.2150	0.14890	0.24853	265.17	0.79116	3.3952e-05	0.012639	vapor
426.00	1.0000	2.3984	0.41694	141.88	184.12	1.2156	0.14890	0.24853	265.48	0.78770	3.4016e-05	0.012663	vapor
427.00	1.0000	2.3928	0.41792	142.03	184.37	1.2162	0.14890	0.24853	265.79	0.78426	3.4081e-05	0.012687	vapor
428.00	1.0000	2.3872	0.41890	142.17	184.62	1.2168	0.14890	0.24852	266.10	0.78084	3.4145e-05	0.012711	vapor
429.00	1.0000	2.3816	0.41989	142.32	184.87	1.2173	0.14889	0.24852	266.42	0.77744	3.4209e-05	0.012735	vapor
430.00	1.0000	2.3760	0.42087	142.47	185.12	1.2179	0.14889	0.24852	266.73	0.77406	3.4273e-05	0.012759	vapor
431.00	1.0000	2.3705	0.42185	142.62	185.37	1.2185	0.14889	0.24851	267.04	0.77070	3.4338e-05	0.012782	vapor
432.00	1.0000	2.3650	0.42283	142.77	185.61	1.2191	0.14889	0.24851	267.35	0.76735	3.4402e-05	0.012806	vapor
433.00	1.0000	2.3595	0.42381	142.92	185.86	1.2197	0.14889	0.24851	267.66	0.76402	3.4466e-05	0.012830	vapor
434.00	1.0000	2.3541	0.42479	143.07	186.11	1.2202	0.14889	0.24851	267.97	0.76071	3.4530e-05	0.012854	vapor
435.00	1.0000	2.3487	0.42577	143.22	186.36	1.2208	0.14889	0.24850	268.28	0.75742	3.4594e-05	0.012878	vapor
436.00	1.0000	2.3433	0.42675	143.37	186.61	1.2214	0.14889	0.24850	268.58	0.75415	3.4658e-05	0.012901	vapor
437.00	1.0000	2.3379	0.42774	143.52	186.86	1.2219	0.14889	0.24850	268.89	0.75089	3.4721e-05	0.012925	vapor
438.00	1.0000	2.3325	0.42872	143.67	187.11	1.2225	0.14889	0.24850	269.20	0.74765	3.4785e-05	0.012949	vapor
439.00	1.0000	2.3272	0.42970	143.81	187.35	1.2231	0.14889	0.24850	269.51	0.74443	3.4849e-05	0.012973	vapor
440.00	1.0000	2.3219	0.43068	143.96	187.60	1.2236	0.14889	0.24849	269.82	0.74123	3.4912e-05	0.012996	vapor
441.00	1.0000	2.3166	0.43166	144.11	187.85	1.2242	0.14889	0.24849	270.12	0.73804	3.4976e-05	0.013020	vapor
442.00	1.0000	2.3114	0.43264	144.26	188.10	1.2248	0.14889	0.24849	270.43	0.73487	3.5039e-05	0.013043	vapor
443.00	1.0000	2.3062	0.43362	144.41	188.35	1.2253	0.14889	0.24849	270.73	0.73171	3.5103e-05	0.013067	vapor
444.00	1.0000	2.3010	0.43460	144.56	188.60	1.2259	0.14889	0.24848	271.04	0.72858	3.5166e-05	0.013091	vapor
445.00	1.0000	2.2958	0.43558	144.71	188.84	1.2264	0.14889	0.24848	271.35	0.72545	3.5229e-05	0.013114	vapor
446.00	1.0000	2.2906	0.43657	144.86	189.09	1.2270	0.14889	0.24848	271.65	0.72235	3.5293e-05	0.013138	vapor
447.00	1.0000	2.2855	0.43755	145.01	189.34	1.2276	0.14889	0.24848	271.96	0.71926	3.5356e-05	0.013161	vapor
448.00	1.0000	2.2804	0.43853	145.16	189.59	1.2281	0.14889	0.24847	272.26	0.71619	3.5419e-05	0.013185	vapor
449.00	1.0000	2.2753	0.43951	145.31	189.84	1.2287	0.14889	0.24847	272.56	0.71313	3.5482e-05	0.013208	vapor
450.00	1.0000	2.2702	0.44049	145.45	190.09	1.2292	0.14889	0.24847	272.87	0.71009	3.5545e-05	0.013232	vapor
451.00	1.0000	2.2652	0.44147	145.60	190.34	1.2298	0.14889	0.24847	273.17	0.70706	3.5608e-05	0.013255	vapor
452.00	1.0000	2.2601	0.44245	145.75	190.58	1.2303	0.14889	0.24847	273.47	0.70406	3.5670e-05	0.013278	vapor
453.00	1.0000	2.2551	0.44343	145.90	190.83	1.2309	0.14889	0.24846	273.78	0.70106	3.5733e-05	0.013302	vapor
454.00	1.0000	2.2502	0.44441	146.05	191.08	1.2314	0.14889	0.24846	274.08	0.69808	3.5796e-05	0.013325	vapor
455.00	1.0000	2.2452	0.44539	146.20	191.33	1.2320	0.14889	0.24846	274.38	0.69512	3.5859e-05	0.013348	vapor
456.00	1.0000	2.2403	0.44638	146.35	191.58	1.2325	0.14889	0.24846	274.68	0.69217	3.5921e-05	0.013372	vapor
457.00	1.0000	2.2354	0.44736	146.50	191.83	1.2331	0.14889	0.24846	274.99	0.68924	3.5984e-05	0.013395	vapor
458.00	1.0000	2.2305	0.44834	146.65	192.07	1.2336	0.14889	0.24845	275.29	0.68632	3.6046e-05	0.013418	vapor
459.00	1.0000	2.2256	0.44932	146.80	192.32	1.2341	0.14888	0.24845	275.59	0.68341	3.6109e-05	0.013441	vapor
460.00	1.0000	2.2207	0.45030	146.94	192.57	1.2347	0.14888	0.24845	275.89	0.68052	3.6171e-05	0.013465	vapor
461.00	1.0000	2.2159	0.45128	147.09	192.82	1.2352	0.14888	0.24845	276.19	0.67765	3.6233e-05	0.013488	vapor
462.00	1.0000	2.2111	0.45226	147.24	193.07	1.2358	0.14888	0.24845	276.49	0.67479	3.6295e-05	0.013511	vapor
463.00	1.0000	2.2063	0.45324	147.39	193.32	1.2363	0.14888	0.24844	276.79	0.67194	3.6358e-05	0.013534	vapor
464.00	1.0000	2.2016	0.45422	147.54	193.57	1.2368	0.14888	0.24844	277.09	0.66911	3.6420e-05	0.013557	vapor
465.00	1.0000	2.1968	0.45520	147.69	193.81	1.2374	0.14888	0.24844	277.38	0.66629	3.6482e-05	0.013580	vapor
466.00	1.0000	2.1921	0.45618	147.84	194.06	1.2379	0.14888	0.24844	277.68	0.66349	3.6544e-05	0.013603	vapor
467.00	1.0000	2.1874	0.45717	147.99	194.31	1.2384	0.14888	0.24844	277.98	0.66070	3.6606e-05	0.013626	vapor
468.00	1.0000	2.1827	0.45815	148.14	194.56	1.2390	0.14888	0.24843	278.28	0.65792	3.6668e-05	0.013649	vapor
469.00	1.0000	2.1780	0.45913	148.29	194.81	1.2395	0.14888	0.24843	278.58	0.65516	3.6729e-05	0.013672	vapor
470.00	1.0000	2.1734	0.46011	148.44	195.06	1.2400	0.14888	0.24843	278.87	0.65241	3.6791e-05	0.013695	vapor
471.00	1.0000	2.1688	0.46109	148.58	195.30	1.2406	0.14888	0.24843	279.17	0.64968	3.6853e-05	0.013718	vapor
472.00	1.0000	2.1642	0.46207	148.73	195.55	1.2411	0.14888	0.24843	279.47	0.64695	3.6915e-05	0.013741	vapor
473.00	1.0000	2.1596	0.46305	148.88	195.80	1.2416	0.14888	0.24842	279.76	0.64424	3.6976e-05	0.013764	vapor
474.00	1.0000	2.1550	0.46403	149.03	196.05	1.2421	0.14888	0.24842	280.06	0.64155	3.7038e-05	0.013787	vapor
475.00	1.0000	2.1505	0.46501	149.18	196.30	1.2427	0.14888	0.24842	280.35	0.63887	3.7099e-05	0.013810	vapor
476.00	1.0000	2.1460	0.46599	149.33	196.55	1.2432	0.14888	0.24842	280.65	0.63620	3.7161e-05	0.013833	vapor
477.00	1.0000	2.1414	0.46697	149.48	196.79	1.2437	0.14888	0.24842	280.95	0.63354	3.7222e-05	0.013855	vapor
478.00	1.0000	2.1370	0.46795	149.63	197.04	1.2442	0.14888	0.24842	281.24	0.63090	3.7283e-05	0.013878	vapor
479.00	1.0000	2.1325	0.46893	149.78	197.29	1.2447	0.14888	0.24841	281.53	0.62826	3.7344e-05	0.013901	vapor
480.00	1.0000	2.1280	0.46992	149.93	197.54	1.2453	0.14888	0.24841	281.83	0.62565	3.7406e-05	0.013924	vapor
481.00	1.0000	2.1236	0.47090	150.07	197.79	1.2458	0.14888	0.24841	282.12	0.62304	3.7467e-05	0.013947	vapor
482.00	1.0000	2.1192	0.47188	150.22	198.04	1.2463	0.14888	0.24841	282.42	0.62045	3.7528e-05	0.013969	vapor
483.00	1.0000	2.1148	0.47286	150.37	198.29	1.2468	0.14888	0.24841	282.71	0.61787	3.7589e-05	0.013992	vapor
484.00	1.0000	2.1104	0.47384	150.52	198.53	1.2473	0.14888	0.24841	283.00	0.61530	3.7650e-05	0.014015	vapor
485.00	1.0000	2.1061	0.47482	150.67	198.78	1.2478	0.14888	0.24840	283.29	0.61274	3.7711e-05	0.014037	vapor
486.00	1.0000	2.1017	0.47580	150.82	199.03	1.2483	0.14888	0.24840	283.59	0.61020	3.7771e-05	0.014060	vapor
487.00	1.0000	2.0974	0.47678	150.97	199.28	1.2489	0.14888	0.24840	283.88	0.60766	3.7832e-05	0.014083	vapor
488.00	1.0000	2.0931	0.47776	151.12	199.53	1.2494	0.14888	0.24840	284.17	0.60514	3.7893e-05	0.014105	vapor
489.00	1.0000	2.0888	0.47874	151.27	199.78	1.2499	0.14888	0.24840	284.46	0.60263	3.7954e-05	0.014128	vapor
490.00	1.0000	2.0845	0.47972	151.42	200.02	1.2504	0.14888	0.24840	284.75	0.60014	3.8014e-05	0.014150	vapor
491.00	1.0000	2.0803	0.48070	151.57	200.27	1.2509	0.14888	0.24839	285.04	0.59765	3.8075e-05	0.014173	vapor
492.00	1.0000	2.0760	0.48168	151.71	200.52	1.2514	0.14888	0.24839	285.33	0.59518	3.8135e-05	0.014195	vapor
493.00	1.0000	2.0718	0.48267	151.86	200.77	1.2519	0.14888	0.24839	285.62	0.59272	3.8196e-05	0.014218	vapor
494.00	1.0000	2.0676	0.48365	152.01	201.02	1.2524	0.14888	0.24839	285.91	0.59026	3.8256e-05	0.014240	vapor
495.00	1.0000	2.0634	0.48463	152.16	201.27	1.2529	0.14888	0.24839	286.20	0.58783	3.8317e-05	0.014263	vapor
496.00	1.0000	2.0593	0.48561	152.31	201.51	1.2534	0.14888	0.24839	286.49	0.58540	3.8377e-05	0.014285	vapor
497.00	1.0000	2.0551	0.48659	152.46	201.76	1.2539	0.14888	0.24838	286.78	0.58298	3.8437e-05	0.014308	vapor
498.00	1.0000	2.0510	0.48757	152.61	202.01	1.2544	0.14888	0.24838	287.07	0.58057	3.8497e-05	0.014330	vapor
499.00	1.0000	2.0469	0.48855	152.76	202.26	1.2549	0.14888	0.24838	287.36	0.57818	3.8557e-05	0.014352	vapor
500.00	1.0000	2.0428	0.48953	152.91	202.51	1.2554	0.14888	0.24838	287.64	0.57580	3.8618e-05	0.014375	vapor
501.00	1.0000	2.0387	0.49051	153.06	202.76	1.2559	0.14888	0.24838	287.93	0.57342	3.8678e-05	0.014397	vapor
502.00	1.0000	2.0346	0.49149	153.20	203.00	1.2564	0.14888	0.24838	288.22	0.57106	3.8738e-05	0.014419	vapor
503.00	1.0000	2.0306	0.49247	153.35	203.25	1.2569	0.14887	0.24838	288.51	0.56871	3.8797e-05	0.014442	vapor
504.00	1.0000	2.0265	0.49345	153.50	203.50	1.2574	0.14887	0.24837	288.79	0.56637	3.8857e-05	0.014464	vapor
505.00	1.0000	2.0225	0.49443	153.65	203.75	1.2579	0.14887	0.24837	289.08	0.56404	3.8917e-05	0.014486	vapor
506.00	1.0000	2.0185	0.49541	153.80	204.00	1.2584	0.14887	0.24837	289.37	0.56172	3.8977e-05	0.014508	vapor
507.00	1.0000	2.0145	0.49639	153.95	204.25	1.2589	0.14887	0.24837	289.65	0.55941	3.9037e-05	0.014531	vapor
508.00	1.0000	2.0106	0.49737	154.10	204.50	1.2593	0.14887	0.24837	289.94	0.55711	3.9096e-05	0.014553	vapor
509.00	1.0000	2.0066	0.49836	154.25	204.74	1.2598	0.14887	0.24837	290.22	0.55482	3.9156e-05	0.014575	vapor
510.00	1.0000	2.0027	0.49934	154.40	204.99	1.2603	0.14887	0.24837	290.51	0.55255	3.9215e-05	0.014597	vapor
511.00	1.0000	1.9987	0.50032	154.55	205.24	1.2608	0.14887	0.24836	290.79	0.55028	3.9275e-05	0.014619	vapor
512.00	1.0000	1.9948	0.50130	154.69	205.49	1.2613	0.14887	0.24836	291.08	0.54802	3.9334e-05	0.014641	vapor
513.00	1.0000	1.9909	0.50228	154.84	205.74	1.2618	0.14887	0.24836	291.36	0.54577	3.9394e-05	0.014663	vapor
514.00	1.0000	1.9871	0.50326	154.99	205.99	1.2623	0.14887	0.24836	291.65	0.54353	3.9453e-05	0.014685	vapor
515.00	1.0000	1.9832	0.50424	155.14	206.23	1.2627	0.14887	0.24836	291.93	0.54131	3.9512e-05	0.014708	vapor
516.00	1.0000	1.9793	0.50522	155.29	206.48	1.2632	0.14887	0.24836	292.21	0.53909	3.9572e-05	0.014730	vapor
517.00	1.0000	1.9755	0.50620	155.44	206.73	1.2637	0.14887	0.24836	292.50	0.53688	3.9631e-05	0.014752	vapor
518.00	1.0000	1.9717	0.50718	155.59	206.98	1.2642	0.14887	0.24835	292.78	0.53468	3.9690e-05	0.014774	vapor
519.00	1.0000	1.9679	0.50816	155.74	207.23	1.2647	0.14887	0.24835	293.06	0.53249	3.9749e-05	0.014796	vapor
520.00	1.0000	1.9641	0.50914	155.89	207.48	1.2651	0.14887	0.24835	293.35	0.53031	3.9808e-05	0.014818	vapor
521.00	1.0000	1.9603	0.51012	156.04	207.72	1.2656	0.14887	0.24835	293.63	0.52814	3.9867e-05	0.014839	vapor
522.00	1.0000	1.9566	0.51110	156.18	207.97	1.2661	0.14887	0.24835	293.91	0.52598	3.9926e-05	0.014861	vapor
523.00	1.0000	1.9528	0.51208	156.33	208.22	1.2666	0.14887	0.24835	294.19	0.52383	3.9985e-05	0.014883	vapor
524.00	1.0000	1.9491	0.51306	156.48	208.47	1.2670	0.14887	0.24835	294.47	0.52169	4.0044e-05	0.014905	vapor
525.00	1.0000	1.9454	0.51404	156.63	208.72	1.2675	0.14887	0.24834	294.75	0.51956	4.0103e-05	0.014927	vapor
526.00	1.0000	1.9417	0.51502	156.78	208.97	1.2680	0.14887	0.24834	295.03	0.51744	4.0161e-05	0.014949	vapor
527.00	1.0000	1.9380	0.51600	156.93	209.21	1.2685	0.14887	0.24834	295.31	0.51532	4.0220e-05	0.014971	vapor
528.00	1.0000	1.9343	0.51698	157.08	209.46	1.2689	0.14887	0.24834	295.59	0.51322	4.0279e-05	0.014993	vapor
529.00	1.0000	1.9306	0.51797	157.23	209.71	1.2694	0.14887	0.24834	295.87	0.51112	4.0337e-05	0.015014	vapor
530.00	1.0000	1.9270	0.51895	157.38	209.96	1.2699	0.14887	0.24834	296.15	0.50904	4.0396e-05	0.015036	vapor
531.00	1.0000	1.9233	0.51993	157.53	210.21	1.2703	0.14887	0.24834	296.43	0.50696	4.0454e-05	0.015058	vapor
532.00	1.0000	1.9197	0.52091	157.67	210.46	1.2708	0.14887	0.24834	296.71	0.50489	4.0513e-05	0.015080	vapor
533.00	1.0000	1.9161	0.52189	157.82	210.70	1.2713	0.14887	0.24833	296.99	0.50283	4.0571e-05	0.015101	vapor
534.00	1.0000	1.9125	0.52287	157.97	210.95	1.2717	0.14887	0.24833	297.27	0.50078	4.0629e-05	0.015123	vapor
535.00	1.0000	1.9090	0.52385	158.12	211.20	1.2722	0.14887	0.24833	297.55	0.49874	4.0688e-05	0.015145	vapor
536.00	1.0000	1.9054	0.52483	158.27	211.45	1.2727	0.14887	0.24833	297.83	0.49671	4.0746e-05	0.015166	vapor
537.00	1.0000	1.9018	0.52581	158.42	211.70	1.2731	0.14887	0.24833	298.10	0.49468	4.0804e-05	0.015188	vapor
538.00	1.0000	1.8983	0.52679	158.57	211.95	1.2736	0.14887	0.24833	298.38	0.49266	4.0862e-05	0.015210	vapor
539.00	1.0000	1.8948	0.52777	158.72	212.19	1.2741	0.14887	0.24833	298.66	0.49066	4.0920e-05	0.015231	vapor
540.00	1.0000	1.8913	0.52875	158.87	212.44	1.2745	0.14887	0.24833	298.94	0.48866	4.0978e-05	0.015253	vapor
541.00	1.0000	1.8878	0.52973	159.02	212.69	1.2750	0.14887	0.24833	299.21	0.48667	4.1036e-05	0.015274	vapor
542.00	1.0000	1.8843	0.53071	159.16	212.94	1.2754	0.14887	0.24832	299.49	0.48468	4.1094e-05	0.015296	vapor
543.00	1.0000	1.8808	0.53169	159.31	213.19	1.2759	0.14887	0.24832	299.77	0.48271	4.1152e-05	0.015318	vapor
