Temperature (K)	Pressure (atm)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
544.00	1.0000	1.8773	0.53267	159.46	213.44	1.2763	0.14887	0.24832	300.04	0.48074	4.1210e-05	0.015339	vapor
545.00	1.0000	1.8739	0.53365	159.61	213.68	1.2768	0.14887	0.24832	300.32	0.47878	4.1268e-05	0.015361	vapor
546.00	1.0000	1.8704	0.53463	159.76	213.93	1.2773	0.14887	0.24832	300.59	0.47683	4.1326e-05	0.015382	vapor
547.00	1.0000	1.8670	0.53561	159.91	214.18	1.2777	0.14887	0.24832	300.87	0.47489	4.1383e-05	0.015403	vapor
548.00	1.0000	1.8636	0.53659	160.06	214.43	1.2782	0.14887	0.24832	301.14	0.47296	4.1441e-05	0.015425	vapor
549.00	1.0000	1.8602	0.53757	160.21	214.68	1.2786	0.14887	0.24832	301.42	0.47103	4.1499e-05	0.015446	vapor
550.00	1.0000	1.8568	0.53855	160.36	214.93	1.2791	0.14887	0.24832	301.69	0.46912	4.1556e-05	0.015468	vapor
551.00	1.0000	1.8535	0.53953	160.51	215.17	1.2795	0.14887	0.24831	301.97	0.46721	4.1614e-05	0.015489	vapor
552.00	1.0000	1.8501	0.54051	160.65	215.42	1.2800	0.14887	0.24831	302.24	0.46530	4.1671e-05	0.015511	vapor
553.00	1.0000	1.8467	0.54149	160.80	215.67	1.2804	0.14887	0.24831	302.52	0.46341	4.1729e-05	0.015532	vapor
554.00	1.0000	1.8434	0.54248	160.95	215.92	1.2809	0.14887	0.24831	302.79	0.46152	4.1786e-05	0.015553	vapor
555.00	1.0000	1.8401	0.54346	161.10	216.17	1.2813	0.14887	0.24831	303.06	0.45965	4.1843e-05	0.015575	vapor
556.00	1.0000	1.8368	0.54444	161.25	216.42	1.2818	0.14887	0.24831	303.34	0.45777	4.1901e-05	0.015596	vapor
557.00	1.0000	1.8335	0.54542	161.40	216.66	1.2822	0.14887	0.24831	303.61	0.45591	4.1958e-05	0.015617	vapor
558.00	1.0000	1.8302	0.54640	161.55	216.91	1.2827	0.14887	0.24831	303.88	0.45405	4.2015e-05	0.015638	vapor
559.00	1.0000	1.8269	0.54738	161.70	217.16	1.2831	0.14887	0.24831	304.15	0.45221	4.2072e-05	0.015660	vapor
560.00	1.0000	1.8236	0.54836	161.85	217.41	1.2835	0.14887	0.24830	304.42	0.45037	4.2129e-05	0.015681	vapor
561.00	1.0000	1.8204	0.54934	162.00	217.66	1.2840	0.14887	0.24830	304.70	0.44853	4.2186e-05	0.015702	vapor
562.00	1.0000	1.8171	0.55032	162.14	217.91	1.2844	0.14887	0.24830	304.97	0.44671	4.2243e-05	0.015723	vapor
563.00	1.0000	1.8139	0.55130	162.29	218.15	1.2849	0.14887	0.24830	305.24	0.44489	4.2300e-05	0.015745	vapor
564.00	1.0000	1.8107	0.55228	162.44	218.40	1.2853	0.14887	0.24830	305.51	0.44308	4.2357e-05	0.015766	vapor
565.00	1.0000	1.8075	0.55326	162.59	218.65	1.2857	0.14887	0.24830	305.78	0.44127	4.2414e-05	0.015787	vapor
566.00	1.0000	1.8043	0.55424	162.74	218.90	1.2862	0.14887	0.24830	306.05	0.43948	4.2471e-05	0.015808	vapor
567.00	1.0000	1.8011	0.55522	162.89	219.15	1.2866	0.14887	0.24830	306.32	0.43769	4.2528e-05	0.015829	vapor
568.00	1.0000	1.7979	0.55620	163.04	219.39	1.2871	0.14887	0.24830	306.59	0.43590	4.2584e-05	0.015850	vapor
569.00	1.0000	1.7948	0.55718	163.19	219.64	1.2875	0.14887	0.24830	306.86	0.43413	4.2641e-05	0.015871	vapor
570.00	1.0000	1.7916	0.55816	163.34	219.89	1.2879	0.14887	0.24829	307.13	0.43236	4.2698e-05	0.015892	vapor
571.00	1.0000	1.7885	0.55914	163.48	220.14	1.2884	0.14887	0.24829	307.40	0.43060	4.2754e-05	0.015913	vapor
572.00	1.0000	1.7853	0.56012	163.63	220.39	1.2888	0.14886	0.24829	307.67	0.42884	4.2811e-05	0.015935	vapor
573.00	1.0000	1.7822	0.56110	163.78	220.64	1.2892	0.14886	0.24829	307.94	0.42710	4.2867e-05	0.015956	vapor
574.00	1.0000	1.7791	0.56208	163.93	220.88	1.2897	0.14886	0.24829	308.21	0.42536	4.2924e-05	0.015977	vapor
575.00	1.0000	1.7760	0.56306	164.08	221.13	1.2901	0.14886	0.24829	308.48	0.42362	4.2980e-05	0.015998	vapor
576.00	1.0000	1.7729	0.56404	164.23	221.38	1.2905	0.14886	0.24829	308.74	0.42189	4.3037e-05	0.016018	vapor
577.00	1.0000	1.7698	0.56502	164.38	221.63	1.2910	0.14886	0.24829	309.01	0.42017	4.3093e-05	0.016039	vapor
578.00	1.0000	1.7668	0.56600	164.53	221.88	1.2914	0.14886	0.24829	309.28	0.41846	4.3149e-05	0.016060	vapor
579.00	1.0000	1.7637	0.56698	164.68	222.13	1.2918	0.14886	0.24829	309.55	0.41675	4.3206e-05	0.016081	vapor
580.00	1.0000	1.7607	0.56796	164.83	222.37	1.2923	0.14886	0.24829	309.81	0.41505	4.3262e-05	0.016102	vapor
581.00	1.0000	1.7576	0.56894	164.97	222.62	1.2927	0.14886	0.24828	310.08	0.41336	4.3318e-05	0.016123	vapor
582.00	1.0000	1.7546	0.56992	165.12	222.87	1.2931	0.14886	0.24828	310.35	0.41167	4.3374e-05	0.016144	vapor
583.00	1.0000	1.7516	0.57090	165.27	223.12	1.2935	0.14886	0.24828	310.62	0.40999	4.3430e-05	0.016165	vapor
584.00	1.0000	1.7486	0.57188	165.42	223.37	1.2940	0.14886	0.24828	310.88	0.40832	4.3486e-05	0.016186	vapor
585.00	1.0000	1.7456	0.57286	165.57	223.62	1.2944	0.14886	0.24828	311.15	0.40665	4.3542e-05	0.016206	vapor
586.00	1.0000	1.7426	0.57384	165.72	223.86	1.2948	0.14886	0.24828	311.41	0.40499	4.3598e-05	0.016227	vapor
587.00	1.0000	1.7397	0.57482	165.87	224.11	1.2952	0.14886	0.24828	311.68	0.40334	4.3654e-05	0.016248	vapor
588.00	1.0000	1.7367	0.57580	166.02	224.36	1.2957	0.14886	0.24828	311.94	0.40169	4.3710e-05	0.016269	vapor
589.00	1.0000	1.7338	0.57678	166.17	224.61	1.2961	0.14886	0.24828	312.21	0.40005	4.3766e-05	0.016290	vapor
590.00	1.0000	1.7308	0.57776	166.32	224.86	1.2965	0.14886	0.24828	312.47	0.39841	4.3821e-05	0.016310	vapor
591.00	1.0000	1.7279	0.57874	166.46	225.11	1.2969	0.14886	0.24828	312.74	0.39678	4.3877e-05	0.016331	vapor
592.00	1.0000	1.7250	0.57972	166.61	225.35	1.2973	0.14886	0.24827	313.00	0.39516	4.3933e-05	0.016352	vapor
593.00	1.0000	1.7220	0.58070	166.76	225.60	1.2978	0.14886	0.24827	313.27	0.39354	4.3988e-05	0.016372	vapor
594.00	1.0000	1.7191	0.58168	166.91	225.85	1.2982	0.14886	0.24827	313.53	0.39193	4.4044e-05	0.016393	vapor
595.00	1.0000	1.7163	0.58267	167.06	226.10	1.2986	0.14886	0.24827	313.80	0.39033	4.4099e-05	0.016414	vapor
596.00	1.0000	1.7134	0.58365	167.21	226.35	1.2990	0.14886	0.24827	314.06	0.38873	4.4155e-05	0.016434	vapor
597.00	1.0000	1.7105	0.58463	167.36	226.60	1.2994	0.14886	0.24827	314.32	0.38714	4.4210e-05	0.016455	vapor
598.00	1.0000	1.7076	0.58561	167.51	226.84	1.2998	0.14886	0.24827	314.59	0.38555	4.4266e-05	0.016476	vapor
599.00	1.0000	1.7048	0.58659	167.66	227.09	1.3003	0.14886	0.24827	314.85	0.38397	4.4321e-05	0.016496	vapor
600.00	1.0000	1.7019	0.58757	167.80	227.34	1.3007	0.14886	0.24827	315.11	0.38239	4.4377e-05	0.016517	vapor
601.00	1.0000	1.6991	0.58855	167.95	227.59	1.3011	0.14886	0.24827	315.37	0.38083	4.4432e-05	0.016537	vapor
602.00	1.0000	1.6963	0.58953	168.10	227.84	1.3015	0.14886	0.24827	315.64	0.37926	4.4487e-05	0.016558	vapor
603.00	1.0000	1.6935	0.59051	168.25	228.08	1.3019	0.14886	0.24827	315.90	0.37771	4.4542e-05	0.016579	vapor
604.00	1.0000	1.6907	0.59149	168.40	228.33	1.3023	0.14886	0.24826	316.16	0.37615	4.4597e-05	0.016599	vapor
605.00	1.0000	1.6879	0.59247	168.55	228.58	1.3027	0.14886	0.24826	316.42	0.37461	4.4653e-05	0.016620	vapor
606.00	1.0000	1.6851	0.59345	168.70	228.83	1.3031	0.14886	0.24826	316.68	0.37307	4.4708e-05	0.016640	vapor
607.00	1.0000	1.6823	0.59443	168.85	229.08	1.3036	0.14886	0.24826	316.95	0.37154	4.4763e-05	0.016661	vapor
608.00	1.0000	1.6795	0.59541	169.00	229.33	1.3040	0.14886	0.24826	317.21	0.37001	4.4818e-05	0.016681	vapor
609.00	1.0000	1.6768	0.59639	169.15	229.57	1.3044	0.14886	0.24826	317.47	0.36849	4.4873e-05	0.016701	vapor
610.00	1.0000	1.6740	0.59737	169.29	229.82	1.3048	0.14886	0.24826	317.73	0.36697	4.4928e-05	0.016722	vapor
611.00	1.0000	1.6713	0.59835	169.44	230.07	1.3052	0.14886	0.24826	317.99	0.36546	4.4982e-05	0.016742	vapor
612.00	1.0000	1.6685	0.59933	169.59	230.32	1.3056	0.14886	0.24826	318.25	0.36395	4.5037e-05	0.016763	vapor
613.00	1.0000	1.6658	0.60031	169.74	230.57	1.3060	0.14886	0.24826	318.51	0.36245	4.5092e-05	0.016783	vapor
614.00	1.0000	1.6631	0.60129	169.89	230.82	1.3064	0.14886	0.24826	318.77	0.36096	4.5147e-05	0.016803	vapor
615.00	1.0000	1.6604	0.60227	170.04	231.06	1.3068	0.14886	0.24826	319.03	0.35947	4.5202e-05	0.016824	vapor
616.00	1.0000	1.6577	0.60325	170.19	231.31	1.3072	0.14886	0.24826	319.29	0.35798	4.5256e-05	0.016844	vapor
617.00	1.0000	1.6550	0.60423	170.34	231.56	1.3076	0.14886	0.24825	319.55	0.35651	4.5311e-05	0.016864	vapor
618.00	1.0000	1.6523	0.60521	170.49	231.81	1.3080	0.14886	0.24825	319.80	0.35503	4.5365e-05	0.016885	vapor
619.00	1.0000	1.6497	0.60619	170.63	232.06	1.3084	0.14886	0.24825	320.06	0.35357	4.5420e-05	0.016905	vapor
620.00	1.0000	1.6470	0.60717	170.78	232.31	1.3088	0.14886	0.24825	320.32	0.35210	4.5474e-05	0.016925	vapor
621.00	1.0000	1.6443	0.60815	170.93	232.55	1.3092	0.14886	0.24825	320.58	0.35065	4.5529e-05	0.016946	vapor
622.00	1.0000	1.6417	0.60913	171.08	232.80	1.3096	0.14886	0.24825	320.84	0.34920	4.5583e-05	0.016966	vapor
623.00	1.0000	1.6391	0.61011	171.23	233.05	1.3100	0.14886	0.24825	321.10	0.34775	4.5638e-05	0.016986	vapor
624.00	1.0000	1.6364	0.61109	171.38	233.30	1.3104	0.14886	0.24825	321.35	0.34631	4.5692e-05	0.017006	vapor
625.00	1.0000	1.6338	0.61207	171.53	233.55	1.3108	0.14886	0.24825	321.61	0.34487	4.5746e-05	0.017026	vapor
626.00	1.0000	1.6312	0.61305	171.68	233.79	1.3112	0.14886	0.24825	321.87	0.34344	4.5801e-05	0.017047	vapor
627.00	1.0000	1.6286	0.61403	171.83	234.04	1.3116	0.14886	0.24825	322.13	0.34202	4.5855e-05	0.017067	vapor
628.00	1.0000	1.6260	0.61501	171.98	234.29	1.3120	0.14886	0.24825	322.38	0.34059	4.5909e-05	0.017087	vapor
629.00	1.0000	1.6234	0.61599	172.12	234.54	1.3124	0.14886	0.24825	322.64	0.33918	4.5963e-05	0.017107	vapor
630.00	1.0000	1.6208	0.61697	172.27	234.79	1.3128	0.14886	0.24825	322.89	0.33777	4.6017e-05	0.017127	vapor
631.00	1.0000	1.6183	0.61795	172.42	235.04	1.3132	0.14886	0.24824	323.15	0.33636	4.6071e-05	0.017147	vapor
632.00	1.0000	1.6157	0.61893	172.57	235.28	1.3136	0.14886	0.24824	323.41	0.33496	4.6125e-05	0.017167	vapor
633.00	1.0000	1.6131	0.61991	172.72	235.53	1.3140	0.14886	0.24824	323.66	0.33357	4.6179e-05	0.017187	vapor
634.00	1.0000	1.6106	0.62089	172.87	235.78	1.3144	0.14886	0.24824	323.92	0.33218	4.6233e-05	0.017208	vapor
635.00	1.0000	1.6081	0.62187	173.02	236.03	1.3147	0.14886	0.24824	324.17	0.33079	4.6287e-05	0.017228	vapor
636.00	1.0000	1.6055	0.62285	173.17	236.28	1.3151	0.14886	0.24824	324.43	0.32941	4.6341e-05	0.017248	vapor
637.00	1.0000	1.6030	0.62383	173.32	236.53	1.3155	0.14886	0.24824	324.68	0.32804	4.6395e-05	0.017268	vapor
638.00	1.0000	1.6005	0.62481	173.46	236.77	1.3159	0.14886	0.24824	324.94	0.32667	4.6449e-05	0.017288	vapor
639.00	1.0000	1.5980	0.62579	173.61	237.02	1.3163	0.14886	0.24824	325.19	0.32530	4.6502e-05	0.017308	vapor
640.00	1.0000	1.5955	0.62677	173.76	237.27	1.3167	0.14886	0.24824	325.45	0.32394	4.6556e-05	0.017328	vapor
641.00	1.0000	1.5930	0.62775	173.91	237.52	1.3171	0.14886	0.24824	325.70	0.32258	4.6610e-05	0.017348	vapor
642.00	1.0000	1.5905	0.62873	174.06	237.77	1.3175	0.14886	0.24824	325.96	0.32123	4.6663e-05	0.017368	vapor
643.00	1.0000	1.5880	0.62971	174.21	238.01	1.3179	0.14886	0.24824	326.21	0.31988	4.6717e-05	0.017387	vapor
644.00	1.0000	1.5856	0.63069	174.36	238.26	1.3182	0.14886	0.24824	326.46	0.31854	4.6771e-05	0.017407	vapor
645.00	1.0000	1.5831	0.63167	174.51	238.51	1.3186	0.14886	0.24824	326.72	0.31720	4.6824e-05	0.017427	vapor
646.00	1.0000	1.5807	0.63265	174.66	238.76	1.3190	0.14886	0.24823	326.97	0.31587	4.6878e-05	0.017447	vapor
647.00	1.0000	1.5782	0.63363	174.81	239.01	1.3194	0.14886	0.24823	327.22	0.31454	4.6931e-05	0.017467	vapor
648.00	1.0000	1.5758	0.63461	174.95	239.26	1.3198	0.14886	0.24823	327.48	0.31322	4.6984e-05	0.017487	vapor
649.00	1.0000	1.5733	0.63559	175.10	239.50	1.3202	0.14886	0.24823	327.73	0.31190	4.7038e-05	0.017507	vapor
650.00	1.0000	1.5709	0.63657	175.25	239.75	1.3205	0.14886	0.24823	327.98	0.31059	4.7091e-05	0.017527	vapor
651.00	1.0000	1.5685	0.63755	175.40	240.00	1.3209	0.14886	0.24823	328.23	0.30928	4.7144e-05	0.017546	vapor
652.00	1.0000	1.5661	0.63853	175.55	240.25	1.3213	0.14886	0.24823	328.48	0.30797	4.7198e-05	0.017566	vapor
653.00	1.0000	1.5637	0.63951	175.70	240.50	1.3217	0.14886	0.24823	328.74	0.30667	4.7251e-05	0.017586	vapor
654.00	1.0000	1.5613	0.64049	175.85	240.75	1.3221	0.14886	0.24823	328.99	0.30538	4.7304e-05	0.017606	vapor
655.00	1.0000	1.5589	0.64147	176.00	240.99	1.3224	0.14886	0.24823	329.24	0.30408	4.7357e-05	0.017626	vapor
656.00	1.0000	1.5565	0.64245	176.15	241.24	1.3228	0.14886	0.24823	329.49	0.30280	4.7410e-05	0.017645	vapor
657.00	1.0000	1.5542	0.64343	176.29	241.49	1.3232	0.14886	0.24823	329.74	0.30151	4.7463e-05	0.017665	vapor
658.00	1.0000	1.5518	0.64441	176.44	241.74	1.3236	0.14886	0.24823	329.99	0.30023	4.7516e-05	0.017685	vapor
659.00	1.0000	1.5495	0.64539	176.59	241.99	1.3240	0.14886	0.24823	330.24	0.29896	4.7569e-05	0.017705	vapor
660.00	1.0000	1.5471	0.64637	176.74	242.23	1.3243	0.14886	0.24823	330.49	0.29769	4.7622e-05	0.017724	vapor
661.00	1.0000	1.5448	0.64735	176.89	242.48	1.3247	0.14886	0.24823	330.74	0.29642	4.7675e-05	0.017744	vapor
662.00	1.0000	1.5424	0.64833	177.04	242.73	1.3251	0.14886	0.24822	330.99	0.29516	4.7728e-05	0.017764	vapor
663.00	1.0000	1.5401	0.64931	177.19	242.98	1.3255	0.14886	0.24822	331.24	0.29391	4.7781e-05	0.017783	vapor
664.00	1.0000	1.5378	0.65029	177.34	243.23	1.3258	0.14886	0.24822	331.49	0.29265	4.7834e-05	0.017803	vapor
665.00	1.0000	1.5355	0.65127	177.49	243.48	1.3262	0.14886	0.24822	331.74	0.29141	4.7886e-05	0.017822	vapor
666.00	1.0000	1.5332	0.65225	177.63	243.72	1.3266	0.14886	0.24822	331.99	0.29016	4.7939e-05	0.017842	vapor
667.00	1.0000	1.5309	0.65323	177.78	243.97	1.3270	0.14886	0.24822	332.24	0.28892	4.7992e-05	0.017862	vapor
668.00	1.0000	1.5286	0.65421	177.93	244.22	1.3273	0.14886	0.24822	332.49	0.28769	4.8045e-05	0.017881	vapor
669.00	1.0000	1.5263	0.65519	178.08	244.47	1.3277	0.14886	0.24822	332.74	0.28645	4.8097e-05	0.017901	vapor
670.00	1.0000	1.5240	0.65617	178.23	244.72	1.3281	0.14886	0.24822	332.99	0.28523	4.8150e-05	0.017920	vapor
671.00	1.0000	1.5217	0.65715	178.38	244.97	1.3284	0.14886	0.24822	333.24	0.28400	4.8202e-05	0.017940	vapor
672.00	1.0000	1.5195	0.65813	178.53	245.21	1.3288	0.14886	0.24822	333.48	0.28278	4.8255e-05	0.017959	vapor
673.00	1.0000	1.5172	0.65911	178.68	245.46	1.3292	0.14886	0.24822	333.73	0.28157	4.8307e-05	0.017979	vapor
674.00	1.0000	1.5149	0.66009	178.83	245.71	1.3295	0.14886	0.24822	333.98	0.28036	4.8360e-05	0.017998	vapor
675.00	1.0000	1.5127	0.66107	178.98	245.96	1.3299	0.14886	0.24822	334.23	0.27915	4.8412e-05	0.018018	vapor
676.00	1.0000	1.5105	0.66205	179.12	246.21	1.3303	0.14886	0.24822	334.48	0.27795	4.8464e-05	0.018037	vapor
677.00	1.0000	1.5082	0.66303	179.27	246.45	1.3306	0.14886	0.24822	334.72	0.27675	4.8517e-05	0.018057	vapor
678.00	1.0000	1.5060	0.66401	179.42	246.70	1.3310	0.14886	0.24822	334.97	0.27555	4.8569e-05	0.018076	vapor
679.00	1.0000	1.5038	0.66499	179.57	246.95	1.3314	0.14886	0.24822	335.22	0.27436	4.8621e-05	0.018096	vapor
680.00	1.0000	1.5016	0.66597	179.72	247.20	1.3317	0.14886	0.24821	335.46	0.27317	4.8673e-05	0.018115	vapor
681.00	1.0000	1.4994	0.66695	179.87	247.45	1.3321	0.14886	0.24821	335.71	0.27199	4.8726e-05	0.018135	vapor
682.00	1.0000	1.4972	0.66793	180.02	247.70	1.3325	0.14886	0.24821	335.96	0.27081	4.8778e-05	0.018154	vapor
683.00	1.0000	1.4950	0.66891	180.17	247.94	1.3328	0.14886	0.24821	336.20	0.26964	4.8830e-05	0.018173	vapor
684.00	1.0000	1.4928	0.66989	180.32	248.19	1.3332	0.14886	0.24821	336.45	0.26846	4.8882e-05	0.018193	vapor
685.00	1.0000	1.4906	0.67087	180.46	248.44	1.3336	0.14886	0.24821	336.69	0.26730	4.8934e-05	0.018212	vapor
686.00	1.0000	1.4884	0.67185	180.61	248.69	1.3339	0.14886	0.24821	336.94	0.26613	4.8986e-05	0.018231	vapor
687.00	1.0000	1.4863	0.67283	180.76	248.94	1.3343	0.14886	0.24821	337.19	0.26497	4.9038e-05	0.018251	vapor
688.00	1.0000	1.4841	0.67381	180.91	249.18	1.3346	0.14886	0.24821	337.43	0.26382	4.9090e-05	0.018270	vapor
689.00	1.0000	1.4820	0.67479	181.06	249.43	1.3350	0.14886	0.24821	337.68	0.26266	4.9142e-05	0.018289	vapor
690.00	1.0000	1.4798	0.67577	181.21	249.68	1.3354	0.14886	0.24821	337.92	0.26151	4.9194e-05	0.018309	vapor
691.00	1.0000	1.4777	0.67675	181.36	249.93	1.3357	0.14886	0.24821	338.17	0.26037	4.9245e-05	0.018328	vapor
692.00	1.0000	1.4755	0.67773	181.51	250.18	1.3361	0.14886	0.24821	338.41	0.25923	4.9297e-05	0.018347	vapor
693.00	1.0000	1.4734	0.67871	181.66	250.43	1.3364	0.14886	0.24821	338.65	0.25809	4.9349e-05	0.018366	vapor
694.00	1.0000	1.4713	0.67969	181.80	250.67	1.3368	0.14886	0.24821	338.90	0.25696	4.9401e-05	0.018386	vapor
695.00	1.0000	1.4691	0.68067	181.95	250.92	1.3372	0.14886	0.24821	339.14	0.25583	4.9452e-05	0.018405	vapor
696.00	1.0000	1.4670	0.68165	182.10	251.17	1.3375	0.14886	0.24821	339.39	0.25470	4.9504e-05	0.018424	vapor
697.00	1.0000	1.4649	0.68263	182.25	251.42	1.3379	0.14886	0.24821	339.63	0.25358	4.9556e-05	0.018443	vapor
698.00	1.0000	1.4628	0.68361	182.40	251.67	1.3382	0.14886	0.24821	339.87	0.25246	4.9607e-05	0.018462	vapor
699.00	1.0000	1.4607	0.68459	182.55	251.91	1.3386	0.14885	0.24820	340.12	0.25134	4.9659e-05	0.018482	vapor
700.00	1.0000	1.4587	0.68557	182.70	252.16	1.3389	0.14885	0.24820	340.36	0.25023	4.9710e-05	0.018501	vapor
701.00	1.0000	1.4566	0.68655	182.85	252.41	1.3393	0.14885	0.24820	340.60	0.24912	4.9762e-05	0.018520	vapor
702.00	1.0000	1.4545	0.68752	183.00	252.66	1.3396	0.14885	0.24820	340.85	0.24801	4.9813e-05	0.018539	vapor
703.00	1.0000	1.4524	0.68850	183.15	252.91	1.3400	0.14885	0.24820	341.09	0.24691	4.9864e-05	0.018558	vapor
704.00	1.0000	1.4504	0.68948	183.29	253.16	1.3404	0.14885	0.24820	341.33	0.24582	4.9916e-05	0.018577	vapor
705.00	1.0000	1.4483	0.69046	183.44	253.40	1.3407	0.14885	0.24820	341.57	0.24472	4.9967e-05	0.018596	vapor
706.00	1.0000	1.4462	0.69144	183.59	253.65	1.3411	0.14885	0.24820	341.82	0.24363	5.0018e-05	0.018615	vapor
707.00	1.0000	1.4442	0.69242	183.74	253.90	1.3414	0.14885	0.24820	342.06	0.24254	5.0070e-05	0.018635	vapor
708.00	1.0000	1.4422	0.69340	183.89	254.15	1.3418	0.14885	0.24820	342.30	0.24146	5.0121e-05	0.018654	vapor
709.00	1.0000	1.4401	0.69438	184.04	254.40	1.3421	0.14885	0.24820	342.54	0.24038	5.0172e-05	0.018673	vapor
710.00	1.0000	1.4381	0.69536	184.19	254.65	1.3425	0.14885	0.24820	342.78	0.23930	5.0223e-05	0.018692	vapor
711.00	1.0000	1.4361	0.69634	184.34	254.89	1.3428	0.14885	0.24820	343.02	0.23823	5.0274e-05	0.018711	vapor
712.00	1.0000	1.4341	0.69732	184.49	255.14	1.3432	0.14885	0.24820	343.26	0.23716	5.0326e-05	0.018730	vapor
713.00	1.0000	1.4320	0.69830	184.63	255.39	1.3435	0.14885	0.24820	343.51	0.23609	5.0377e-05	0.018749	vapor
714.00	1.0000	1.4300	0.69928	184.78	255.64	1.3439	0.14885	0.24820	343.75	0.23503	5.0428e-05	0.018768	vapor
715.00	1.0000	1.4280	0.70026	184.93	255.89	1.3442	0.14885	0.24820	343.99	0.23397	5.0479e-05	0.018787	vapor
716.00	1.0000	1.4260	0.70124	185.08	256.13	1.3445	0.14885	0.24820	344.23	0.23291	5.0530e-05	0.018806	vapor
717.00	1.0000	1.4240	0.70222	185.23	256.38	1.3449	0.14885	0.24820	344.47	0.23185	5.0580e-05	0.018825	vapor
718.00	1.0000	1.4221	0.70320	185.38	256.63	1.3452	0.14885	0.24820	344.71	0.23080	5.0631e-05	0.018843	vapor
719.00	1.0000	1.4201	0.70418	185.53	256.88	1.3456	0.14885	0.24820	344.95	0.22976	5.0682e-05	0.018862	vapor
720.00	1.0000	1.4181	0.70516	185.68	257.13	1.3459	0.14885	0.24819	345.19	0.22871	5.0733e-05	0.018881	vapor
721.00	1.0000	1.4161	0.70614	185.83	257.38	1.3463	0.14885	0.24819	345.43	0.22767	5.0784e-05	0.018900	vapor
722.00	1.0000	1.4142	0.70712	185.97	257.62	1.3466	0.14885	0.24819	345.67	0.22664	5.0835e-05	0.018919	vapor
723.00	1.0000	1.4122	0.70810	186.12	257.87	1.3470	0.14885	0.24819	345.91	0.22560	5.0885e-05	0.018938	vapor
724.00	1.0000	1.4103	0.70908	186.27	258.12	1.3473	0.14885	0.24819	346.14	0.22457	5.0936e-05	0.018957	vapor
725.00	1.0000	1.4083	0.71006	186.42	258.37	1.3476	0.14885	0.24819	346.38	0.22354	5.0987e-05	0.018976	vapor
726.00	1.0000	1.4064	0.71104	186.57	258.62	1.3480	0.14885	0.24819	346.62	0.22252	5.1037e-05	0.018994	vapor
727.00	1.0000	1.4045	0.71202	186.72	258.86	1.3483	0.14885	0.24819	346.86	0.22150	5.1088e-05	0.019013	vapor
728.00	1.0000	1.4025	0.71300	186.87	259.11	1.3487	0.14885	0.24819	347.10	0.22048	5.1138e-05	0.019032	vapor
729.00	1.0000	1.4006	0.71398	187.02	259.36	1.3490	0.14885	0.24819	347.34	0.21946	5.1189e-05	0.019051	vapor
730.00	1.0000	1.3987	0.71496	187.17	259.61	1.3494	0.14885	0.24819	347.58	0.21845	5.1239e-05	0.019070	vapor
731.00	1.0000	1.3968	0.71594	187.31	259.86	1.3497	0.14885	0.24819	347.81	0.21744	5.1290e-05	0.019088	vapor
732.00	1.0000	1.3949	0.71692	187.46	260.11	1.3500	0.14885	0.24819	348.05	0.21644	5.1340e-05	0.019107	vapor
733.00	1.0000	1.3930	0.71790	187.61	260.35	1.3504	0.14885	0.24819	348.29	0.21544	5.1391e-05	0.019126	vapor
734.00	1.0000	1.3911	0.71888	187.76	260.60	1.3507	0.14885	0.24819	348.53	0.21444	5.1441e-05	0.019145	vapor
735.00	1.0000	1.3892	0.71986	187.91	260.85	1.3510	0.14885	0.24819	348.76	0.21344	5.1491e-05	0.019163	vapor
736.00	1.0000	1.3873	0.72084	188.06	261.10	1.3514	0.14885	0.24819	349.00	0.21245	5.1542e-05	0.019182	vapor
737.00	1.0000	1.3854	0.72182	188.21	261.35	1.3517	0.14885	0.24819	349.24	0.21146	5.1592e-05	0.019201	vapor
738.00	1.0000	1.3835	0.72280	188.36	261.59	1.3521	0.14885	0.24819	349.47	0.21047	5.1642e-05	0.019219	vapor
739.00	1.0000	1.3816	0.72378	188.51	261.84	1.3524	0.14885	0.24819	349.71	0.20948	5.1692e-05	0.019238	vapor
740.00	1.0000	1.3798	0.72476	188.65	262.09	1.3527	0.14885	0.24819	349.95	0.20850	5.1742e-05	0.019257	vapor
741.00	1.0000	1.3779	0.72574	188.80	262.34	1.3531	0.14885	0.24819	350.18	0.20753	5.1793e-05	0.019275	vapor
742.00	1.0000	1.3761	0.72672	188.95	262.59	1.3534	0.14885	0.24819	350.42	0.20655	5.1843e-05	0.019294	vapor
743.00	1.0000	1.3742	0.72770	189.10	262.84	1.3537	0.14885	0.24819	350.66	0.20558	5.1893e-05	0.019313	vapor
744.00	1.0000	1.3723	0.72868	189.25	263.08	1.3541	0.14885	0.24818	350.89	0.20461	5.1943e-05	0.019331	vapor
745.00	1.0000	1.3705	0.72966	189.40	263.33	1.3544	0.14885	0.24818	351.13	0.20364	5.1993e-05	0.019350	vapor
746.00	1.0000	1.3687	0.73064	189.55	263.58	1.3547	0.14885	0.24818	351.36	0.20268	5.2043e-05	0.019368	vapor
