name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Burlington, VT",2019-01-01T10:00:00,2.8,-1.2,-0.7,77.66,0,0,,0,0,33.1,16.9,339,1005.6,93.9,16,38,0.1,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T11:00:00,2.2,-3.2,-2.1,73.09,0,0,,0,0,36,25.8,330,1008.2,100,15.9,25,0.1,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T12:00:00,1.7,-4.4,-2.8,72.18,0,0,,0,0,51,31,329,1010.1,99.8,16,23,0.1,0,,Overcast,wind,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T13:00:00,1.1,-4.1,-2.8,75.02,0,0,,0,0,38.9,22.2,329,1011.2,100,15.9,36,0.1,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T14:00:00,0.6,-5.5,-3.3,74.72,0,0,,0,0,35.2,29.1,339,1012.1,100,14,31,0.1,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T15:00:00,0,-6.3,-4.4,72.42,0,0,,0,0,27.7,28.9,330,1013.4,99.8,16,24,0.1,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T16:00:00,0,-5.8,-5.7,65.76,0,0,,0,0,42.6,23.9,329,1015.8,94.2,16,6,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T17:00:00,-1.2,-7.7,-6.7,66.23,0,0,,0,0,40.3,27.3,329,1018,94.1,15.9,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T18:00:00,-2.2,-10,-8.3,62.93,0,0,,0,0,45.8,36.3,340,1019.8,99.6,15.9,5,0,0,,Overcast,wind,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T19:00:00,-3.4,-10.8,-9.4,63.19,0,0,,0,0,47.8,29.3,340,1020.4,60.7,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T20:00:00,-4.4,-11.6,-10.1,64.68,0,0,,0,0,31,25.5,339,1021.9,72.8,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T21:00:00,-5.7,-12.6,-11.2,65.23,0,0,,0,0,35.3,21.6,350,1022.7,49,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T22:00:00,-6.2,-13.1,-11.7,65.18,0,0,,0,0,,20.3,331,1023,86.3,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-01T23:00:00,-7.2,-14.3,-12.1,67.65,0,0,,0,0,25.9,19.8,350,1023.4,27.4,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T00:00:00,-7.8,-13.9,-12.8,67.68,0,0,,0,0,,14.3,10,1024.1,1.1,16,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T01:00:00,-8.4,-14.9,-12.8,70.29,0,0,,0,0,29.5,16,10,1024.5,26.7,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T02:00:00,-8.9,-14.3,-12.8,73.18,0,0,,0,0,,11.2,20,1025.4,0.3,16,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T03:00:00,-8.9,-14.8,-13.3,70.52,0,0,,0,0,,12.7,29,1025.7,0,16,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T04:00:00,-9.4,-14.3,-13.3,73.14,0,0,,0,0,,9.4,20,1026.1,85.3,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T05:00:00,-9.4,-15.9,-13.8,70.17,0,0,,0,0,,14.6,30,1027.1,0,16,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T06:00:00,-9.4,-13.6,-13.9,70.1,0,0,,0,0,,7.6,30,1028.6,97.7,16,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T07:00:00,-9.4,-14.3,-13.8,70.22,0,0,,0,0,,9.4,58,1028.8,88.4,16,8.2,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742"
"Burlington, VT",2019-01-02T08:00:00,-9.4,-14.3,-13.3,73.23,0,0,,0,0,,9.3,67,1029.2,88.7,16,51,0.2,1,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T09:00:00,-8.9,-13.7,-13.3,70.67,0,0,,0.22,0.22,,9.3,29,1029.7,88.7,16,201,0.7,2,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T10:00:00,-8.4,-11.4,-13.3,67.68,0,0,,0.22,0.44,,5.5,19,1029.4,29.4,16,311,1.1,3,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T11:00:00,-7.2,-7.2,-13.3,62.05,0,0,,0.22,0.66,,0.3,1,1028.7,29.4,16,352,1.3,4,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T12:00:00,-6.7,-9.4,-13.3,59.59,0,0,,0.22,0.88,,5.3,159,1028.6,29.4,16,351,1.3,4,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T13:00:00,-5.7,-8.3,-12.8,57.53,0,0,,0.22,1.1,,5.5,225,1028.1,29.3,16,300,1.1,3,,Partially cloudy,snow,"72622564776,KPBG,KBTV,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T14:00:00,-5.1,-5.1,-12.8,54.69,0,0,,0.22,1.32,,0.3,7,1027.1,27.9,16,167,0.6,2,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T15:00:00,-4.4,-4.4,-12.1,54.86,0,0,,0.22,1.54,,0.4,4,1026,26.3,16,39,0.1,0,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T16:00:00,-5.1,-7.4,-12.2,57.57,0,0,,0.22,1.76,,5.2,321,1025.4,66.9,16,8,0,0,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T17:00:00,-6.2,-9.8,-11.2,67.84,0,0,,0.22,1.98,,7.5,350,1024.8,85.3,16,5,0,0,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T18:00:00,-6.2,-6.2,-11.1,68.02,0,0,,0.22,2.2,,0.3,359,1024.4,57.6,16,5,0,0,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T19:00:00,-6.2,-6.2,-11.2,67.91,0,0,,0.22,2.42,,0,0,1023.2,100,16,5,0,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T20:00:00,-5.7,-9.2,-10,71.59,0,0,,0.22,2.64,,7.5,184,1021.9,100,16,5,0,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T21:00:00,-5.1,-5.1,-9.4,71.73,0,0,,0.22,2.86,,0,0,1020.6,100,16,5,0,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T22:00:00,-5.1,-5.1,-10,68.21,0,0,,0.22,3.08,,0.2,356,1019.3,99.9,16,5,0,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-02T23:00:00,-4.5,-8.8,-10,65.18,0,0,,0.22,3.3,,10.8,164,1018.7,99.9,16,5,0,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T00:00:00,-4,-9.1,-8.3,71.68,0,0,,0.22,3.52,,14.2,154,1016.9,100,5.9,5,0,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T01:00:00,-4.4,-4.4,-6.6,84.16,0,0,,0.22,3.74,,0.6,13,1015.2,8,3,5,0,0,,Clear,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T02:00:00,-3.4,-7.7,-5,88.07,0.29,100,snow,0.22,3.96,,11.3,170,1014,99.5,3,5,0,0,,"Snow, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T03:00:00,-3.3,-8,-5.6,84.14,0.48,100,snow,0.22,4.18,,12.9,179,1012.7,99.5,3.9,5,0,0,,"Snow, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T04:00:00,-3.3,-7.6,-5.6,84.04,0.3,100,snow,0.22,4.4,,11.2,170,1011.4,99.5,3.9,5,0,0,,"Snow, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T05:00:00,-2.9,-7,-4.4,89.24,0.49,100,snow,0.22,4.62,,10.9,184,1010.3,99.5,3,5,0,0,,"Snow, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T06:00:00,-2.3,-5.1,-4.4,85.16,0.02,100,snow,0.22,4.85,,7.3,167,1010.5,98.7,13.8,5,0,0,,"Snow, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T07:00:00,-1.8,-4.5,-4,85.09,0,0,,0.22,5.07,,7.2,176,1010.4,63.5,16,7,0,0,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T08:00:00,-1.8,-3.8,-3.9,85.12,0,0,,0.22,5.29,,5.3,253,1011.1,94.2,15.9,35,0.1,0,,Overcast,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T09:00:00,-1.8,-3.7,-3.9,85.04,0,0,,0,5.27,,5.4,244,1011.6,100,14,85,0.3,1,,Overcast,cloudy,"72622564776,KPBG,KBTV,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T10:00:00,-1.3,-3.2,-2.9,88.63,0,0,,0,5.25,,5.3,265,1012.1,58.8,5,114,0.4,1,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T11:00:00,-1.3,-4.7,-3.4,85.45,0.14,100,"rain,snow",0,5.23,,9.2,284,1012.3,100,4,138,0.5,1,,"Snow, Rain, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T12:00:00,-1.8,-4.7,-4,85.1,0.14,100,"rain,snow",0,5.21,,7.6,293,1011.7,94.2,4.1,64,0.2,1,,"Snow, Rain, Overcast",snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T13:00:00,-1.8,-4.6,-4,85.07,0,0,,0,5.19,,7.5,332,1011.7,93.4,8.1,114,0.4,1,,Overcast,cloudy,"72622564776,KPBG,KBTV,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T14:00:00,-1.8,-3.8,-4,85.11,0,0,,0,5.17,,5.4,342,1011.8,63.8,10.2,68,0.2,1,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T15:00:00,-1.3,-4.1,-3.4,85.47,0,0,,0,5.16,,7.5,265,1012.4,93,15.8,34,0.1,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T16:00:00,-3.4,-6.4,-5.7,83.9,0,0,,0,5.14,,7.2,321,1012.5,99.3,15.9,8,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T17:00:00,-3.4,-3.4,-5.1,88,0,0,,0,5.12,,0,0,1013.1,63.4,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T18:00:00,-3.4,-3.4,-5,88.17,0,0,,0,5.1,,0,0,1013.2,93.4,16,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T19:00:00,-2.9,-2.9,-4.4,89.14,0,0,,0,5.08,,0,0,1013.5,99.6,9.9,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T20:00:00,-2.9,-4.9,-5,85.14,0,0,,0,5.06,,5.2,137,1013.4,75.8,11,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T21:00:00,-2.2,-2.2,-3.9,88.2,0,0,,0,5.04,,0.3,348,1013.1,94.2,10.1,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T22:00:00,-2.2,-4.3,-3.9,88.3,0,0,,0,5.03,,5.4,191,1012.7,100,13.1,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-03T23:00:00,-0.7,-4.9,-3.3,82.61,0,0,,0,5.01,,12.8,189,1012.7,99.7,14.1,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T00:00:00,-0.7,-5.1,-3.3,82.15,0,0,,0,4.99,,14.4,191,1012.1,100,16,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T01:00:00,-0.7,-3.9,-3.3,82.24,0,0,,0,4.97,,9.1,183,1012.1,100,16,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T02:00:00,0,-4,-3.9,75.53,0,0,,0,4.95,,12.6,171,1012,99.9,16,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T03:00:00,-0.1,-4.3,-3.3,78.76,0,0,,0,4.93,,14.3,179,1011.3,93.1,16,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T04:00:00,0,-4.3,-3.3,78.8,0,0,,0,4.91,33.5,14.4,179,1010.6,99.8,13.9,5,0,0,,Overcast,cloudy,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T05:00:00,0,-5.9,-3.8,75.61,0,0,,0,4.9,,25.2,190,1009.8,63.4,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T06:00:00,0.6,-4.7,-3.3,75.13,0,0,,0,4.88,,21.6,191,1009.8,88.9,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T07:00:00,0.6,-4.2,-3.8,72.33,0,0,,0,4.86,,17.9,201,1010,89.1,16,12,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T08:00:00,0.6,-3.9,-3.8,72.34,0,0,,0.28,5.14,,16.2,179,1009.6,87.9,16,89,0.3,1,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T09:00:00,1.1,-4.7,-3.8,69.65,0,0,,0,5.06,38.9,26.9,190,1009.6,89.5,16,143,0.5,1,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T10:00:00,1.7,-3.1,-3.8,66.97,0,0,,0,4.98,35.3,20,201,1009,86.4,16,221,0.8,2,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T11:00:00,2.2,-2.9,-3.8,64.59,0,0,,0,4.89,35.3,23.6,189,1008.1,85.3,16,328,1.2,3,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T12:00:00,2.9,-2.1,-3.3,64.19,0,0,,0,4.81,38.9,23.7,189,1007,47.9,16,331,1.2,3,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T13:00:00,3.9,-1.1,-2.8,61.99,0,0,,0,4.73,47.9,27.1,189,1007,27.9,16,282,1,3,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T14:00:00,4.4,-0.1,-2.8,59.61,0,0,,0,4.64,40.7,23.6,192,1007.1,36.7,16,173,0.6,2,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T15:00:00,5,1.3,-2.8,57.31,0,0,,0,4.56,31.7,18,190,1007.1,35.9,16,30,0.1,0,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T16:00:00,4.3,1,-2.8,60.01,0,0,,0,4.48,,14.4,189,1007.5,35.9,16,10,0,0,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T17:00:00,3.3,3.3,-3.2,62.47,0,0,,0,4.39,,0,0,1007.1,35.9,16,5,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T18:00:00,3.2,1.9,-3.2,62.84,0,0,,0,4.31,,5.2,213,1007.6,0,16,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T19:00:00,2.6,0.6,-3.3,64.97,0,0,,0,4.23,,7.2,194,1008,0.5,15.9,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T20:00:00,2.6,-1.4,-2.8,67.32,0,0,,0,4.14,,16,192,1007.9,0.5,15.8,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T21:00:00,2.6,-1.4,-2.9,67.41,0,0,,0,4.06,,15.9,194,1007.5,0.5,15.8,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T22:00:00,1.9,-1.5,-2.9,70.25,0,0,,0,3.98,,12.4,176,1006.9,0.5,15.8,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-04T23:00:00,1.9,-0.8,-2.9,70.42,0,0,,0,3.89,,9,194,1007,0.5,15.8,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T00:00:00,1.9,1.9,-2.9,70.41,0,0,,0,3.81,,0,0,1006.6,0.3,15.9,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T01:00:00,-0.8,-0.8,-3.9,79.58,0,0,,0,3.73,,0,0,1006.3,0.5,15.8,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T02:00:00,-1.9,-1.9,-4,85.27,0,0,,0,3.64,,0.2,10,1006.1,0.9,15.9,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T03:00:00,-2.3,-4.3,-4.5,85.27,0,0,,0,3.56,,5.2,98,1005.5,0.9,15.9,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T04:00:00,-2.3,-2.3,-4,88.21,0,0,,0,3.48,,0,0,1005.2,1.1,15.9,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T05:00:00,-2.9,-2.9,-4.5,89.16,0,0,,0,3.39,,0,0,1004.6,0.3,16,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T06:00:00,-3.5,-3.5,-4.5,92.48,0,0,,0,3.31,,0,0,1004.2,0.9,15.9,5,0,0,,Clear,clear-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T07:00:00,-3,-3,-5.1,85.09,0,0,,0,3.23,,0,0,1004.6,26.3,16,11,0,0,,Partially cloudy,partly-cloudy-night,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T08:00:00,-3,-3,-4.5,89.17,0,0,,0,3.14,,0.2,356,1004.9,35.9,15.9,52,0.2,1,,Partially cloudy,partly-cloudy-day,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T09:00:00,-2.3,-2.3,-3.9,88.41,0,0,,0.09,3.23,,0,0,1005,88.4,15.9,113,0.4,1,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T10:00:00,-1.2,-3.1,-3.9,82.34,0,0,,0.09,3.33,,5.2,39,1004.4,86.8,15.9,172,0.6,2,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T11:00:00,-0.1,-3.6,-2.8,81.85,0,0,,0.09,3.42,,10.9,320,1003.9,85.3,15.9,259,0.9,3,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
"Burlington, VT",2019-01-05T12:00:00,1.6,-1.1,-1.7,78.78,0,0,,0.09,3.51,,9.2,360,1002.9,66.9,16,200,0.7,2,,Partially cloudy,snow,"72622564776,KPBG,KBTV,KMVL,72611454771,72617014742,A3149"
