Temperature (K)	Pressure (atm)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
293.00	1.0000	1.6627	0.60144	91.306	152.25	3.8639	0.31240	0.52161	318.88	0.68926	2.2233e-05	0.017369	vapor
294.00	1.0000	1.6570	0.60350	91.619	152.77	3.8656	0.31240	0.52160	319.42	0.68488	2.2297e-05	0.017418	vapor
295.00	1.0000	1.6514	0.60556	91.932	153.29	3.8674	0.31239	0.52159	319.97	0.68054	2.2360e-05	0.017468	vapor
296.00	1.0000	1.6458	0.60762	92.245	153.81	3.8692	0.31239	0.52158	320.51	0.67623	2.2423e-05	0.017517	vapor
297.00	1.0000	1.6402	0.60968	92.558	154.33	3.8709	0.31239	0.52157	321.05	0.67196	2.2487e-05	0.017567	vapor
298.00	1.0000	1.6347	0.61174	92.871	154.86	3.8727	0.31239	0.52156	321.59	0.66772	2.2550e-05	0.017616	vapor
299.00	1.0000	1.6292	0.61380	93.184	155.38	3.8744	0.31239	0.52155	322.13	0.66352	2.2613e-05	0.017665	vapor
300.00	1.0000	1.6238	0.61586	93.497	155.90	3.8762	0.31239	0.52154	322.67	0.65935	2.2676e-05	0.017714	vapor
301.00	1.0000	1.6183	0.61791	93.810	156.42	3.8779	0.31238	0.52153	323.21	0.65522	2.2739e-05	0.017764	vapor
302.00	1.0000	1.6130	0.61997	94.122	156.94	3.8796	0.31238	0.52152	323.75	0.65112	2.2802e-05	0.017813	vapor
303.00	1.0000	1.6076	0.62203	94.435	157.46	3.8814	0.31238	0.52151	324.29	0.64705	2.2865e-05	0.017862	vapor
304.00	1.0000	1.6023	0.62409	94.748	157.98	3.8831	0.31238	0.52150	324.82	0.64301	2.2927e-05	0.017911	vapor
305.00	1.0000	1.5971	0.62615	95.061	158.51	3.8848	0.31238	0.52149	325.36	0.63901	2.2990e-05	0.017959	vapor
306.00	1.0000	1.5918	0.62821	95.374	159.03	3.8865	0.31238	0.52148	325.89	0.63504	2.3053e-05	0.018008	vapor
307.00	1.0000	1.5866	0.63027	95.687	159.55	3.8882	0.31237	0.52147	326.42	0.63110	2.3115e-05	0.018057	vapor
308.00	1.0000	1.5815	0.63233	96.000	160.07	3.8899	0.31237	0.52146	326.96	0.62719	2.3178e-05	0.018106	vapor
309.00	1.0000	1.5763	0.63439	96.313	160.59	3.8916	0.31237	0.52145	327.49	0.62331	2.3240e-05	0.018154	vapor
310.00	1.0000	1.5712	0.63645	96.625	161.11	3.8933	0.31237	0.52145	328.02	0.61946	2.3302e-05	0.018203	vapor
311.00	1.0000	1.5662	0.63850	96.938	161.63	3.8949	0.31237	0.52144	328.55	0.61564	2.3364e-05	0.018252	vapor
312.00	1.0000	1.5611	0.64056	97.251	162.16	3.8966	0.31237	0.52143	329.08	0.61185	2.3426e-05	0.018300	vapor
313.00	1.0000	1.5561	0.64262	97.564	162.68	3.8983	0.31237	0.52142	329.60	0.60808	2.3489e-05	0.018348	vapor
314.00	1.0000	1.5512	0.64468	97.877	163.20	3.9000	0.31236	0.52141	330.13	0.60435	2.3551e-05	0.018397	vapor
315.00	1.0000	1.5462	0.64674	98.190	163.72	3.9016	0.31236	0.52140	330.66	0.60065	2.3612e-05	0.018445	vapor
316.00	1.0000	1.5413	0.64880	98.502	164.24	3.9033	0.31236	0.52140	331.18	0.59697	2.3674e-05	0.018493	vapor
317.00	1.0000	1.5364	0.65086	98.815	164.76	3.9049	0.31236	0.52139	331.71	0.59332	2.3736e-05	0.018542	vapor
318.00	1.0000	1.5316	0.65291	99.128	165.28	3.9066	0.31236	0.52138	332.23	0.58970	2.3798e-05	0.018590	vapor
319.00	1.0000	1.5268	0.65497	99.441	165.81	3.9082	0.31236	0.52137	332.75	0.58611	2.3859e-05	0.018638	vapor
320.00	1.0000	1.5220	0.65703	99.754	166.33	3.9098	0.31236	0.52136	333.27	0.58255	2.3921e-05	0.018686	vapor
321.00	1.0000	1.5172	0.65909	100.07	166.85	3.9114	0.31235	0.52136	333.80	0.57901	2.3982e-05	0.018734	vapor
322.00	1.0000	1.5125	0.66115	100.38	167.37	3.9131	0.31235	0.52135	334.32	0.57549	2.4044e-05	0.018782	vapor
323.00	1.0000	1.5078	0.66321	100.69	167.89	3.9147	0.31235	0.52134	334.84	0.57201	2.4105e-05	0.018829	vapor
324.00	1.0000	1.5032	0.66526	101.00	168.41	3.9163	0.31235	0.52133	335.35	0.56854	2.4166e-05	0.018877	vapor
325.00	1.0000	1.4985	0.66732	101.32	168.93	3.9179	0.31235	0.52133	335.87	0.56511	2.4227e-05	0.018925	vapor
326.00	1.0000	1.4939	0.66938	101.63	169.46	3.9195	0.31235	0.52132	336.39	0.56170	2.4289e-05	0.018973	vapor
327.00	1.0000	1.4893	0.67144	101.94	169.98	3.9211	0.31235	0.52131	336.91	0.55831	2.4350e-05	0.019020	vapor
328.00	1.0000	1.4848	0.67350	102.26	170.50	3.9227	0.31235	0.52130	337.42	0.55495	2.4411e-05	0.019068	vapor
329.00	1.0000	1.4803	0.67556	102.57	171.02	3.9243	0.31235	0.52130	337.94	0.55162	2.4471e-05	0.019115	vapor
330.00	1.0000	1.4758	0.67761	102.88	171.54	3.9259	0.31234	0.52129	338.45	0.54830	2.4532e-05	0.019163	vapor
331.00	1.0000	1.4713	0.67967	103.19	172.06	3.9274	0.31234	0.52128	338.96	0.54502	2.4593e-05	0.019210	vapor
332.00	1.0000	1.4669	0.68173	103.51	172.58	3.9290	0.31234	0.52128	339.48	0.54175	2.4654e-05	0.019258	vapor
333.00	1.0000	1.4624	0.68379	103.82	173.10	3.9306	0.31234	0.52127	339.99	0.53851	2.4714e-05	0.019305	vapor
334.00	1.0000	1.4581	0.68585	104.13	173.63	3.9321	0.31234	0.52126	340.50	0.53529	2.4775e-05	0.019352	vapor
335.00	1.0000	1.4537	0.68790	104.44	174.15	3.9337	0.31234	0.52126	341.01	0.53210	2.4835e-05	0.019399	vapor
336.00	1.0000	1.4494	0.68996	104.76	174.67	3.9353	0.31234	0.52125	341.52	0.52892	2.4896e-05	0.019447	vapor
337.00	1.0000	1.4450	0.69202	105.07	175.19	3.9368	0.31234	0.52124	342.03	0.52577	2.4956e-05	0.019494	vapor
338.00	1.0000	1.4408	0.69408	105.38	175.71	3.9383	0.31234	0.52124	342.53	0.52265	2.5016e-05	0.019541	vapor
339.00	1.0000	1.4365	0.69614	105.70	176.23	3.9399	0.31233	0.52123	343.04	0.51954	2.5077e-05	0.019588	vapor
340.00	1.0000	1.4323	0.69819	106.01	176.75	3.9414	0.31233	0.52122	343.55	0.51646	2.5137e-05	0.019635	vapor
341.00	1.0000	1.4281	0.70025	106.32	177.27	3.9430	0.31233	0.52122	344.05	0.51339	2.5197e-05	0.019681	vapor
342.00	1.0000	1.4239	0.70231	106.63	177.80	3.9445	0.31233	0.52121	344.56	0.51035	2.5257e-05	0.019728	vapor
343.00	1.0000	1.4197	0.70437	106.95	178.32	3.9460	0.31233	0.52121	345.06	0.50733	2.5317e-05	0.019775	vapor
344.00	1.0000	1.4156	0.70642	107.26	178.84	3.9475	0.31233	0.52120	345.56	0.50433	2.5377e-05	0.019822	vapor
345.00	1.0000	1.4115	0.70848	107.57	179.36	3.9490	0.31233	0.52119	346.07	0.50136	2.5436e-05	0.019868	vapor
346.00	1.0000	1.4074	0.71054	107.88	179.88	3.9505	0.31233	0.52119	346.57	0.49840	2.5496e-05	0.019915	vapor
347.00	1.0000	1.4033	0.71260	108.20	180.40	3.9520	0.31233	0.52118	347.07	0.49546	2.5556e-05	0.019962	vapor
348.00	1.0000	1.3993	0.71466	108.51	180.92	3.9535	0.31233	0.52118	347.57	0.49254	2.5615e-05	0.020008	vapor
349.00	1.0000	1.3953	0.71671	108.82	181.44	3.9550	0.31232	0.52117	348.07	0.48964	2.5675e-05	0.020054	vapor
350.00	1.0000	1.3913	0.71877	109.14	181.96	3.9565	0.31232	0.52116	348.57	0.48677	2.5734e-05	0.020101	vapor
351.00	1.0000	1.3873	0.72083	109.45	182.49	3.9580	0.31232	0.52116	349.07	0.48391	2.5794e-05	0.020147	vapor
352.00	1.0000	1.3833	0.72289	109.76	183.01	3.9595	0.31232	0.52115	349.56	0.48107	2.5853e-05	0.020193	vapor
353.00	1.0000	1.3794	0.72494	110.07	183.53	3.9610	0.31232	0.52115	350.06	0.47825	2.5912e-05	0.020240	vapor
354.00	1.0000	1.3755	0.72700	110.39	184.05	3.9625	0.31232	0.52114	350.56	0.47545	2.5972e-05	0.020286	vapor
355.00	1.0000	1.3716	0.72906	110.70	184.57	3.9639	0.31232	0.52114	351.05	0.47266	2.6031e-05	0.020332	vapor
356.00	1.0000	1.3678	0.73112	111.01	185.09	3.9654	0.31232	0.52113	351.55	0.46990	2.6090e-05	0.020378	vapor
357.00	1.0000	1.3639	0.73317	111.32	185.61	3.9669	0.31232	0.52113	352.04	0.46715	2.6149e-05	0.020424	vapor
358.00	1.0000	1.3601	0.73523	111.64	186.13	3.9683	0.31232	0.52112	352.53	0.46443	2.6208e-05	0.020470	vapor
359.00	1.0000	1.3563	0.73729	111.95	186.66	3.9698	0.31232	0.52112	353.03	0.46172	2.6267e-05	0.020516	vapor
360.00	1.0000	1.3525	0.73935	112.26	187.18	3.9712	0.31232	0.52111	353.52	0.45902	2.6325e-05	0.020562	vapor
361.00	1.0000	1.3488	0.74140	112.57	187.70	3.9727	0.31231	0.52111	354.01	0.45635	2.6384e-05	0.020608	vapor
362.00	1.0000	1.3451	0.74346	112.89	188.22	3.9741	0.31231	0.52110	354.50	0.45369	2.6443e-05	0.020654	vapor
363.00	1.0000	1.3413	0.74552	113.20	188.74	3.9755	0.31231	0.52110	354.99	0.45105	2.6502e-05	0.020699	vapor
364.00	1.0000	1.3377	0.74758	113.51	189.26	3.9770	0.31231	0.52109	355.48	0.44843	2.6560e-05	0.020745	vapor
365.00	1.0000	1.3340	0.74963	113.83	189.78	3.9784	0.31231	0.52109	355.97	0.44583	2.6619e-05	0.020791	vapor
366.00	1.0000	1.3303	0.75169	114.14	190.30	3.9798	0.31231	0.52108	356.45	0.44324	2.6677e-05	0.020836	vapor
367.00	1.0000	1.3267	0.75375	114.45	190.82	3.9812	0.31231	0.52108	356.94	0.44067	2.6735e-05	0.020882	vapor
368.00	1.0000	1.3231	0.75580	114.76	191.35	3.9827	0.31231	0.52107	357.43	0.43811	2.6794e-05	0.020927	vapor
369.00	1.0000	1.3195	0.75786	115.08	191.87	3.9841	0.31231	0.52107	357.91	0.43557	2.6852e-05	0.020973	vapor
370.00	1.0000	1.3159	0.75992	115.39	192.39	3.9855	0.31231	0.52106	358.40	0.43305	2.6910e-05	0.021018	vapor
371.00	1.0000	1.3124	0.76198	115.70	192.91	3.9869	0.31231	0.52106	358.88	0.43054	2.6968e-05	0.021064	vapor
372.00	1.0000	1.3088	0.76403	116.01	193.43	3.9883	0.31231	0.52105	359.37	0.42805	2.7026e-05	0.021109	vapor
373.00	1.0000	1.3053	0.76609	116.33	193.95	3.9897	0.31231	0.52105	359.85	0.42558	2.7084e-05	0.021154	vapor
374.00	1.0000	1.3018	0.76815	116.64	194.47	3.9911	0.31231	0.52104	360.33	0.42312	2.7142e-05	0.021199	vapor
375.00	1.0000	1.2984	0.77020	116.95	194.99	3.9925	0.31230	0.52104	360.81	0.42067	2.7200e-05	0.021244	vapor
376.00	1.0000	1.2949	0.77226	117.26	195.51	3.9939	0.31230	0.52104	361.29	0.41824	2.7258e-05	0.021290	vapor
377.00	1.0000	1.2915	0.77432	117.58	196.03	3.9953	0.31230	0.52103	361.77	0.41583	2.7316e-05	0.021335	vapor
378.00	1.0000	1.2880	0.77638	117.89	196.56	3.9966	0.31230	0.52103	362.25	0.41343	2.7373e-05	0.021380	vapor
379.00	1.0000	1.2846	0.77843	118.20	197.08	3.9980	0.31230	0.52102	362.73	0.41105	2.7431e-05	0.021425	vapor
380.00	1.0000	1.2812	0.78049	118.51	197.60	3.9994	0.31230	0.52102	363.21	0.40868	2.7488e-05	0.021469	vapor
381.00	1.0000	1.2779	0.78255	118.83	198.12	4.0008	0.31230	0.52101	363.69	0.40632	2.7546e-05	0.021514	vapor
382.00	1.0000	1.2745	0.78460	119.14	198.64	4.0021	0.31230	0.52101	364.17	0.40398	2.7603e-05	0.021559	vapor
383.00	1.0000	1.2712	0.78666	119.45	199.16	4.0035	0.31230	0.52101	364.64	0.40166	2.7661e-05	0.021604	vapor
384.00	1.0000	1.2679	0.78872	119.76	199.68	4.0048	0.31230	0.52100	365.12	0.39935	2.7718e-05	0.021649	vapor
385.00	1.0000	1.2646	0.79077	120.08	200.20	4.0062	0.31230	0.52100	365.60	0.39705	2.7775e-05	0.021693	vapor
386.00	1.0000	1.2613	0.79283	120.39	200.72	4.0075	0.31230	0.52099	366.07	0.39477	2.7833e-05	0.021738	vapor
387.00	1.0000	1.2580	0.79489	120.70	201.24	4.0089	0.31230	0.52099	366.54	0.39250	2.7890e-05	0.021783	vapor
388.00	1.0000	1.2548	0.79694	121.02	201.77	4.0102	0.31230	0.52098	367.02	0.39024	2.7947e-05	0.021827	vapor
389.00	1.0000	1.2516	0.79900	121.33	202.29	4.0116	0.31230	0.52098	367.49	0.38800	2.8004e-05	0.021872	vapor
390.00	1.0000	1.2483	0.80106	121.64	202.81	4.0129	0.31230	0.52098	367.96	0.38577	2.8061e-05	0.021916	vapor
391.00	1.0000	1.2452	0.80312	121.95	203.33	4.0143	0.31229	0.52097	368.44	0.38356	2.8118e-05	0.021960	vapor
392.00	1.0000	1.2420	0.80517	122.27	203.85	4.0156	0.31229	0.52097	368.91	0.38136	2.8175e-05	0.022005	vapor
393.00	1.0000	1.2388	0.80723	122.58	204.37	4.0169	0.31229	0.52097	369.38	0.37917	2.8231e-05	0.022049	vapor
394.00	1.0000	1.2357	0.80929	122.89	204.89	4.0182	0.31229	0.52096	369.85	0.37699	2.8288e-05	0.022093	vapor
395.00	1.0000	1.2325	0.81134	123.20	205.41	4.0196	0.31229	0.52096	370.32	0.37483	2.8345e-05	0.022138	vapor
396.00	1.0000	1.2294	0.81340	123.52	205.93	4.0209	0.31229	0.52095	370.78	0.37268	2.8401e-05	0.022182	vapor
397.00	1.0000	1.2263	0.81546	123.83	206.45	4.0222	0.31229	0.52095	371.25	0.37054	2.8458e-05	0.022226	vapor
398.00	1.0000	1.2232	0.81751	124.14	206.98	4.0235	0.31229	0.52095	371.72	0.36842	2.8514e-05	0.022270	vapor
399.00	1.0000	1.2202	0.81957	124.45	207.50	4.0248	0.31229	0.52094	372.19	0.36631	2.8571e-05	0.022314	vapor
400.00	1.0000	1.2171	0.82163	124.77	208.02	4.0261	0.31229	0.52094	372.65	0.36421	2.8627e-05	0.022358	vapor
401.00	1.0000	1.2141	0.82368	125.08	208.54	4.0274	0.31229	0.52094	373.12	0.36212	2.8683e-05	0.022402	vapor
402.00	1.0000	1.2110	0.82574	125.39	209.06	4.0287	0.31229	0.52093	373.58	0.36004	2.8740e-05	0.022446	vapor
403.00	1.0000	1.2080	0.82780	125.70	209.58	4.0300	0.31229	0.52093	374.05	0.35798	2.8796e-05	0.022490	vapor
404.00	1.0000	1.2050	0.82985	126.02	210.10	4.0313	0.31229	0.52093	374.51	0.35593	2.8852e-05	0.022533	vapor
405.00	1.0000	1.2021	0.83191	126.33	210.62	4.0326	0.31229	0.52092	374.98	0.35389	2.8908e-05	0.022577	vapor
406.00	1.0000	1.1991	0.83397	126.64	211.14	4.0339	0.31229	0.52092	375.44	0.35186	2.8964e-05	0.022621	vapor
407.00	1.0000	1.1961	0.83602	126.95	211.66	4.0351	0.31229	0.52092	375.90	0.34985	2.9020e-05	0.022665	vapor
408.00	1.0000	1.1932	0.83808	127.27	212.18	4.0364	0.31229	0.52091	376.36	0.34784	2.9076e-05	0.022708	vapor
409.00	1.0000	1.1903	0.84014	127.58	212.71	4.0377	0.31229	0.52091	376.82	0.34585	2.9132e-05	0.022752	vapor
410.00	1.0000	1.1874	0.84219	127.89	213.23	4.0390	0.31228	0.52091	377.28	0.34387	2.9188e-05	0.022795	vapor
411.00	1.0000	1.1845	0.84425	128.20	213.75	4.0402	0.31228	0.52090	377.74	0.34190	2.9244e-05	0.022839	vapor
412.00	1.0000	1.1816	0.84630	128.52	214.27	4.0415	0.31228	0.52090	378.20	0.33994	2.9299e-05	0.022882	vapor
413.00	1.0000	1.1787	0.84836	128.83	214.79	4.0428	0.31228	0.52090	378.66	0.33799	2.9355e-05	0.022926	vapor
414.00	1.0000	1.1759	0.85042	129.14	215.31	4.0440	0.31228	0.52089	379.12	0.33605	2.9410e-05	0.022969	vapor
415.00	1.0000	1.1731	0.85247	129.45	215.83	4.0453	0.31228	0.52089	379.58	0.33413	2.9466e-05	0.023012	vapor
416.00	1.0000	1.1702	0.85453	129.77	216.35	4.0465	0.31228	0.52089	380.04	0.33221	2.9521e-05	0.023056	vapor
417.00	1.0000	1.1674	0.85659	130.08	216.87	4.0478	0.31228	0.52088	380.49	0.33031	2.9577e-05	0.023099	vapor
418.00	1.0000	1.1646	0.85864	130.39	217.39	4.0490	0.31228	0.52088	380.95	0.32841	2.9632e-05	0.023142	vapor
419.00	1.0000	1.1618	0.86070	130.70	217.91	4.0503	0.31228	0.52088	381.40	0.32653	2.9688e-05	0.023185	vapor
420.00	1.0000	1.1591	0.86276	131.02	218.44	4.0515	0.31228	0.52087	381.86	0.32466	2.9743e-05	0.023228	vapor
421.00	1.0000	1.1563	0.86481	131.33	218.96	4.0528	0.31228	0.52087	382.31	0.32279	2.9798e-05	0.023272	vapor
422.00	1.0000	1.1536	0.86687	131.64	219.48	4.0540	0.31228	0.52087	382.77	0.32094	2.9853e-05	0.023315	vapor
423.00	1.0000	1.1508	0.86893	131.95	220.00	4.0552	0.31228	0.52087	383.22	0.31910	2.9908e-05	0.023358	vapor
424.00	1.0000	1.1481	0.87098	132.27	220.52	4.0565	0.31228	0.52086	383.67	0.31727	2.9963e-05	0.023401	vapor
425.00	1.0000	1.1454	0.87304	132.58	221.04	4.0577	0.31228	0.52086	384.13	0.31545	3.0018e-05	0.023443	vapor
426.00	1.0000	1.1427	0.87509	132.89	221.56	4.0589	0.31228	0.52086	384.58	0.31363	3.0073e-05	0.023486	vapor
427.00	1.0000	1.1401	0.87715	133.20	222.08	4.0601	0.31228	0.52085	385.03	0.31183	3.0128e-05	0.023529	vapor
428.00	1.0000	1.1374	0.87921	133.52	222.60	4.0614	0.31228	0.52085	385.48	0.31004	3.0183e-05	0.023572	vapor
429.00	1.0000	1.1347	0.88126	133.83	223.12	4.0626	0.31228	0.52085	385.93	0.30826	3.0238e-05	0.023615	vapor
430.00	1.0000	1.1321	0.88332	134.14	223.64	4.0638	0.31228	0.52085	386.38	0.30648	3.0292e-05	0.023657	vapor
431.00	1.0000	1.1295	0.88538	134.45	224.16	4.0650	0.31228	0.52084	386.83	0.30472	3.0347e-05	0.023700	vapor
432.00	1.0000	1.1268	0.88743	134.77	224.69	4.0662	0.31228	0.52084	387.28	0.30297	3.0402e-05	0.023743	vapor
433.00	1.0000	1.1242	0.88949	135.08	225.21	4.0674	0.31227	0.52084	387.73	0.30122	3.0456e-05	0.023785	vapor
434.00	1.0000	1.1216	0.89154	135.39	225.73	4.0686	0.31227	0.52083	388.17	0.29949	3.0511e-05	0.023828	vapor
435.00	1.0000	1.1191	0.89360	135.70	226.25	4.0698	0.31227	0.52083	388.62	0.29776	3.0565e-05	0.023870	vapor
436.00	1.0000	1.1165	0.89566	136.02	226.77	4.0710	0.31227	0.52083	389.07	0.29605	3.0620e-05	0.023913	vapor
437.00	1.0000	1.1139	0.89771	136.33	227.29	4.0722	0.31227	0.52083	389.51	0.29434	3.0674e-05	0.023955	vapor
438.00	1.0000	1.1114	0.89977	136.64	227.81	4.0734	0.31227	0.52082	389.96	0.29264	3.0728e-05	0.023997	vapor
439.00	1.0000	1.1089	0.90183	136.95	228.33	4.0746	0.31227	0.52082	390.40	0.29095	3.0783e-05	0.024040	vapor
440.00	1.0000	1.1063	0.90388	137.27	228.85	4.0758	0.31227	0.52082	390.85	0.28927	3.0837e-05	0.024082	vapor
441.00	1.0000	1.1038	0.90594	137.58	229.37	4.0769	0.31227	0.52082	391.29	0.28760	3.0891e-05	0.024124	vapor
442.00	1.0000	1.1013	0.90799	137.89	229.89	4.0781	0.31227	0.52081	391.74	0.28594	3.0945e-05	0.024166	vapor
443.00	1.0000	1.0988	0.91005	138.20	230.41	4.0793	0.31227	0.52081	392.18	0.28428	3.0999e-05	0.024209	vapor
444.00	1.0000	1.0964	0.91211	138.52	230.94	4.0805	0.31227	0.52081	392.62	0.28264	3.1053e-05	0.024251	vapor
445.00	1.0000	1.0939	0.91416	138.83	231.46	4.0816	0.31227	0.52081	393.06	0.28100	3.1107e-05	0.024293	vapor
446.00	1.0000	1.0914	0.91622	139.14	231.98	4.0828	0.31227	0.52080	393.50	0.27937	3.1161e-05	0.024335	vapor
447.00	1.0000	1.0890	0.91827	139.45	232.50	4.0840	0.31227	0.52080	393.95	0.27775	3.1215e-05	0.024377	vapor
448.00	1.0000	1.0866	0.92033	139.77	233.02	4.0851	0.31227	0.52080	394.39	0.27614	3.1268e-05	0.024419	vapor
449.00	1.0000	1.0841	0.92239	140.08	233.54	4.0863	0.31227	0.52080	394.83	0.27454	3.1322e-05	0.024461	vapor
450.00	1.0000	1.0817	0.92444	140.39	234.06	4.0875	0.31227	0.52079	395.27	0.27294	3.1376e-05	0.024503	vapor
451.00	1.0000	1.0793	0.92650	140.70	234.58	4.0886	0.31227	0.52079	395.70	0.27136	3.1430e-05	0.024545	vapor
452.00	1.0000	1.0769	0.92855	141.02	235.10	4.0898	0.31227	0.52079	396.14	0.26978	3.1483e-05	0.024586	vapor
453.00	1.0000	1.0746	0.93061	141.33	235.62	4.0909	0.31227	0.52079	396.58	0.26821	3.1537e-05	0.024628	vapor
454.00	1.0000	1.0722	0.93267	141.64	236.14	4.0921	0.31227	0.52078	397.02	0.26665	3.1590e-05	0.024670	vapor
455.00	1.0000	1.0698	0.93472	141.95	236.66	4.0932	0.31227	0.52078	397.46	0.26509	3.1644e-05	0.024712	vapor
456.00	1.0000	1.0675	0.93678	142.27	237.19	4.0944	0.31227	0.52078	397.89	0.26354	3.1697e-05	0.024753	vapor
457.00	1.0000	1.0652	0.93883	142.58	237.71	4.0955	0.31227	0.52078	398.33	0.26201	3.1750e-05	0.024795	vapor
458.00	1.0000	1.0628	0.94089	142.89	238.23	4.0966	0.31227	0.52078	398.76	0.26048	3.1804e-05	0.024836	vapor
459.00	1.0000	1.0605	0.94295	143.20	238.75	4.0978	0.31227	0.52077	399.20	0.25895	3.1857e-05	0.024878	vapor
460.00	1.0000	1.0582	0.94500	143.52	239.27	4.0989	0.31227	0.52077	399.63	0.25744	3.1910e-05	0.024919	vapor
461.00	1.0000	1.0559	0.94706	143.83	239.79	4.1000	0.31227	0.52077	400.07	0.25593	3.1963e-05	0.024961	vapor
462.00	1.0000	1.0536	0.94911	144.14	240.31	4.1012	0.31226	0.52077	400.50	0.25443	3.2016e-05	0.025002	vapor
463.00	1.0000	1.0513	0.95117	144.45	240.83	4.1023	0.31226	0.52076	400.93	0.25294	3.2069e-05	0.025044	vapor
464.00	1.0000	1.0491	0.95323	144.77	241.35	4.1034	0.31226	0.52076	401.37	0.25145	3.2122e-05	0.025085	vapor
465.00	1.0000	1.0468	0.95528	145.08	241.87	4.1045	0.31226	0.52076	401.80	0.24997	3.2175e-05	0.025126	vapor
466.00	1.0000	1.0446	0.95734	145.39	242.39	4.1057	0.31226	0.52076	402.23	0.24850	3.2228e-05	0.025168	vapor
467.00	1.0000	1.0423	0.95939	145.70	242.91	4.1068	0.31226	0.52076	402.66	0.24704	3.2281e-05	0.025209	vapor
468.00	1.0000	1.0401	0.96145	146.02	243.43	4.1079	0.31226	0.52075	403.09	0.24558	3.2334e-05	0.025250	vapor
469.00	1.0000	1.0379	0.96351	146.33	243.95	4.1090	0.31226	0.52075	403.52	0.24414	3.2387e-05	0.025291	vapor
470.00	1.0000	1.0357	0.96556	146.64	244.48	4.1101	0.31226	0.52075	403.95	0.24269	3.2439e-05	0.025332	vapor
471.00	1.0000	1.0335	0.96762	146.95	245.00	4.1112	0.31226	0.52075	404.38	0.24126	3.2492e-05	0.025373	vapor
472.00	1.0000	1.0313	0.96967	147.27	245.52	4.1123	0.31226	0.52075	404.81	0.23983	3.2544e-05	0.025415	vapor
473.00	1.0000	1.0291	0.97173	147.58	246.04	4.1134	0.31226	0.52074	405.24	0.23841	3.2597e-05	0.025456	vapor
474.00	1.0000	1.0269	0.97379	147.89	246.56	4.1145	0.31226	0.52074	405.67	0.23700	3.2650e-05	0.025497	vapor
475.00	1.0000	1.0248	0.97584	148.20	247.08	4.1156	0.31226	0.52074	406.10	0.23559	3.2702e-05	0.025537	vapor
476.00	1.0000	1.0226	0.97790	148.51	247.60	4.1167	0.31226	0.52074	406.52	0.23419	3.2754e-05	0.025578	vapor
477.00	1.0000	1.0205	0.97995	148.83	248.12	4.1178	0.31226	0.52074	406.95	0.23280	3.2807e-05	0.025619	vapor
478.00	1.0000	1.0183	0.98201	149.14	248.64	4.1189	0.31226	0.52073	407.38	0.23141	3.2859e-05	0.025660	vapor
479.00	1.0000	1.0162	0.98406	149.45	249.16	4.1200	0.31226	0.52073	407.80	0.23003	3.2911e-05	0.025701	vapor
480.00	1.0000	1.0141	0.98612	149.76	249.68	4.1211	0.31226	0.52073	408.23	0.22866	3.2964e-05	0.025742	vapor
481.00	1.0000	1.0120	0.98818	150.08	250.20	4.1222	0.31226	0.52073	408.65	0.22729	3.3016e-05	0.025782	vapor
482.00	1.0000	1.0099	0.99023	150.39	250.72	4.1232	0.31226	0.52073	409.08	0.22593	3.3068e-05	0.025823	vapor
483.00	1.0000	1.0078	0.99229	150.70	251.25	4.1243	0.31226	0.52072	409.50	0.22458	3.3120e-05	0.025864	vapor
484.00	1.0000	1.0057	0.99434	151.01	251.77	4.1254	0.31226	0.52072	409.93	0.22323	3.3172e-05	0.025904	vapor
485.00	1.0000	1.0036	0.99640	151.33	252.29	4.1265	0.31226	0.52072	410.35	0.22189	3.3224e-05	0.025945	vapor
486.00	1.0000	1.0015	0.99845	151.64	252.81	4.1275	0.31226	0.52072	410.77	0.22056	3.3276e-05	0.025985	vapor
487.00	1.0000	0.99949	1.0005	151.95	253.33	4.1286	0.31226	0.52072	411.19	0.21923	3.3328e-05	0.026026	vapor
488.00	1.0000	0.99744	1.0026	152.26	253.85	4.1297	0.31226	0.52072	411.62	0.21791	3.3380e-05	0.026066	vapor
489.00	1.0000	0.99540	1.0046	152.58	254.37	4.1307	0.31226	0.52071	412.04	0.21659	3.3432e-05	0.026107	vapor
490.00	1.0000	0.99337	1.0067	152.89	254.89	4.1318	0.31226	0.52071	412.46	0.21529	3.3483e-05	0.026147	vapor
491.00	1.0000	0.99134	1.0087	153.20	255.41	4.1329	0.31226	0.52071	412.88	0.21398	3.3535e-05	0.026188	vapor
492.00	1.0000	0.98933	1.0108	153.51	255.93	4.1339	0.31226	0.52071	413.30	0.21269	3.3587e-05	0.026228	vapor
493.00	1.0000	0.98732	1.0128	153.83	256.45	4.1350	0.31226	0.52071	413.72	0.21140	3.3638e-05	0.026268	vapor
494.00	1.0000	0.98532	1.0149	154.14	256.97	4.1360	0.31226	0.52070	414.14	0.21011	3.3690e-05	0.026308	vapor
495.00	1.0000	0.98333	1.0170	154.45	257.49	4.1371	0.31226	0.52070	414.56	0.20883	3.3742e-05	0.026349	vapor
