Temperature (K)	Pressure (atm)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (F/atm)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
496.00	1.0000	0.98134	1.0190	154.76	258.01	4.1381	0.31226	0.52070	414.98	0.20756	3.3793e-05	0.026389	vapor
497.00	1.0000	0.97937	1.0211	155.08	258.54	4.1392	0.31226	0.52070	415.39	0.20629	3.3844e-05	0.026429	vapor
498.00	1.0000	0.97740	1.0231	155.39	259.06	4.1402	0.31226	0.52070	415.81	0.20503	3.3896e-05	0.026469	vapor
499.00	1.0000	0.97544	1.0252	155.70	259.58	4.1413	0.31226	0.52070	416.23	0.20378	3.3947e-05	0.026509	vapor
500.00	1.0000	0.97349	1.0272	156.01	260.10	4.1423	0.31226	0.52069	416.65	0.20253	3.3999e-05	0.026549	vapor
501.00	1.0000	0.97154	1.0293	156.33	260.62	4.1434	0.31225	0.52069	417.06	0.20128	3.4050e-05	0.026589	vapor
502.00	1.0000	0.96961	1.0313	156.64	261.14	4.1444	0.31225	0.52069	417.48	0.20005	3.4101e-05	0.026629	vapor
503.00	1.0000	0.96768	1.0334	156.95	261.66	4.1454	0.31225	0.52069	417.89	0.19881	3.4152e-05	0.026669	vapor
504.00	1.0000	0.96576	1.0355	157.26	262.18	4.1465	0.31225	0.52069	418.31	0.19759	3.4203e-05	0.026709	vapor
505.00	1.0000	0.96384	1.0375	157.57	262.70	4.1475	0.31225	0.52069	418.72	0.19637	3.4255e-05	0.026749	vapor
506.00	1.0000	0.96194	1.0396	157.89	263.22	4.1485	0.31225	0.52068	419.14	0.19515	3.4306e-05	0.026789	vapor
507.00	1.0000	0.96004	1.0416	158.20	263.74	4.1496	0.31225	0.52068	419.55	0.19394	3.4357e-05	0.026828	vapor
508.00	1.0000	0.95815	1.0437	158.51	264.26	4.1506	0.31225	0.52068	419.97	0.19274	3.4408e-05	0.026868	vapor
509.00	1.0000	0.95627	1.0457	158.82	264.78	4.1516	0.31225	0.52068	420.38	0.19154	3.4458e-05	0.026908	vapor
510.00	1.0000	0.95439	1.0478	159.14	265.30	4.1526	0.31225	0.52068	420.79	0.19035	3.4509e-05	0.026948	vapor
511.00	1.0000	0.95252	1.0498	159.45	265.82	4.1537	0.31225	0.52068	421.20	0.18916	3.4560e-05	0.026987	vapor
512.00	1.0000	0.95066	1.0519	159.76	266.35	4.1547	0.31225	0.52067	421.62	0.18798	3.4611e-05	0.027027	vapor
513.00	1.0000	0.94881	1.0540	160.07	266.87	4.1557	0.31225	0.52067	422.03	0.18680	3.4662e-05	0.027067	vapor
514.00	1.0000	0.94696	1.0560	160.39	267.39	4.1567	0.31225	0.52067	422.44	0.18563	3.4712e-05	0.027106	vapor
515.00	1.0000	0.94512	1.0581	160.70	267.91	4.1577	0.31225	0.52067	422.85	0.18446	3.4763e-05	0.027146	vapor
516.00	1.0000	0.94329	1.0601	161.01	268.43	4.1587	0.31225	0.52067	423.26	0.18330	3.4814e-05	0.027185	vapor
517.00	1.0000	0.94146	1.0622	161.32	268.95	4.1597	0.31225	0.52067	423.67	0.18214	3.4864e-05	0.027225	vapor
518.00	1.0000	0.93964	1.0642	161.64	269.47	4.1607	0.31225	0.52067	424.08	0.18099	3.4915e-05	0.027264	vapor
519.00	1.0000	0.93783	1.0663	161.95	269.99	4.1617	0.31225	0.52066	424.49	0.17984	3.4965e-05	0.027303	vapor
520.00	1.0000	0.93603	1.0683	162.26	270.51	4.1627	0.31225	0.52066	424.90	0.17870	3.5016e-05	0.027343	vapor
521.00	1.0000	0.93423	1.0704	162.57	271.03	4.1637	0.31225	0.52066	425.30	0.17757	3.5066e-05	0.027382	vapor
522.00	1.0000	0.93244	1.0725	162.89	271.55	4.1647	0.31225	0.52066	425.71	0.17644	3.5117e-05	0.027421	vapor
523.00	1.0000	0.93066	1.0745	163.20	272.07	4.1657	0.31225	0.52066	426.12	0.17531	3.5167e-05	0.027461	vapor
524.00	1.0000	0.92888	1.0766	163.51	272.59	4.1667	0.31225	0.52066	426.53	0.17419	3.5217e-05	0.027500	vapor
525.00	1.0000	0.92711	1.0786	163.82	273.11	4.1677	0.31225	0.52066	426.93	0.17307	3.5267e-05	0.027539	vapor
526.00	1.0000	0.92535	1.0807	164.14	273.63	4.1687	0.31225	0.52065	427.34	0.17196	3.5318e-05	0.027578	vapor
527.00	1.0000	0.92359	1.0827	164.45	274.16	4.1697	0.31225	0.52065	427.75	0.17086	3.5368e-05	0.027617	vapor
528.00	1.0000	0.92184	1.0848	164.76	274.68	4.1707	0.31225	0.52065	428.15	0.16975	3.5418e-05	0.027657	vapor
529.00	1.0000	0.92010	1.0868	165.07	275.20	4.1717	0.31225	0.52065	428.56	0.16866	3.5468e-05	0.027696	vapor
530.00	1.0000	0.91836	1.0889	165.38	275.72	4.1727	0.31225	0.52065	428.96	0.16757	3.5518e-05	0.027735	vapor
531.00	1.0000	0.91663	1.0910	165.70	276.24	4.1736	0.31225	0.52065	429.37	0.16648	3.5568e-05	0.027774	vapor
532.00	1.0000	0.91490	1.0930	166.01	276.76	4.1746	0.31225	0.52065	429.77	0.16540	3.5618e-05	0.027813	vapor
533.00	1.0000	0.91319	1.0951	166.32	277.28	4.1756	0.31225	0.52064	430.17	0.16432	3.5668e-05	0.027852	vapor
534.00	1.0000	0.91148	1.0971	166.63	277.80	4.1766	0.31225	0.52064	430.58	0.16324	3.5718e-05	0.027891	vapor
535.00	1.0000	0.90977	1.0992	166.95	278.32	4.1776	0.31225	0.52064	430.98	0.16218	3.5767e-05	0.027929	vapor
536.00	1.0000	0.90807	1.1012	167.26	278.84	4.1785	0.31225	0.52064	431.38	0.16111	3.5817e-05	0.027968	vapor
537.00	1.0000	0.90638	1.1033	167.57	279.36	4.1795	0.31225	0.52064	431.78	0.16005	3.5867e-05	0.028007	vapor
538.00	1.0000	0.90470	1.1053	167.88	279.88	4.1805	0.31225	0.52064	432.19	0.15900	3.5917e-05	0.028046	vapor
539.00	1.0000	0.90302	1.1074	168.20	280.40	4.1814	0.31225	0.52064	432.59	0.15795	3.5966e-05	0.028085	vapor
540.00	1.0000	0.90134	1.1095	168.51	280.92	4.1824	0.31225	0.52064	432.99	0.15690	3.6016e-05	0.028123	vapor
541.00	1.0000	0.89968	1.1115	168.82	281.44	4.1834	0.31225	0.52063	433.39	0.15586	3.6066e-05	0.028162	vapor
542.00	1.0000	0.89802	1.1136	169.13	281.97	4.1843	0.31225	0.52063	433.79	0.15482	3.6115e-05	0.028201	vapor
543.00	1.0000	0.89636	1.1156	169.45	282.49	4.1853	0.31225	0.52063	434.19	0.15379	3.6165e-05	0.028239	vapor
544.00	1.0000	0.89471	1.1177	169.76	283.01	4.1862	0.31225	0.52063	434.59	0.15276	3.6214e-05	0.028278	vapor
545.00	1.0000	0.89307	1.1197	170.07	283.53	4.1872	0.31225	0.52063	434.99	0.15174	3.6264e-05	0.028316	vapor
546.00	1.0000	0.89144	1.1218	170.38	284.05	4.1881	0.31225	0.52063	435.39	0.15072	3.6313e-05	0.028355	vapor
547.00	1.0000	0.88981	1.1238	170.70	284.57	4.1891	0.31225	0.52063	435.78	0.14970	3.6362e-05	0.028394	vapor
548.00	1.0000	0.88818	1.1259	171.01	285.09	4.1901	0.31225	0.52063	436.18	0.14869	3.6412e-05	0.028432	vapor
549.00	1.0000	0.88656	1.1280	171.32	285.61	4.1910	0.31225	0.52062	436.58	0.14768	3.6461e-05	0.028470	vapor
550.00	1.0000	0.88495	1.1300	171.63	286.13	4.1919	0.31225	0.52062	436.98	0.14668	3.6510e-05	0.028509	vapor
551.00	1.0000	0.88334	1.1321	171.94	286.65	4.1929	0.31225	0.52062	437.37	0.14568	3.6559e-05	0.028547	vapor
552.00	1.0000	0.88174	1.1341	172.26	287.17	4.1938	0.31225	0.52062	437.77	0.14469	3.6608e-05	0.028586	vapor
553.00	1.0000	0.88015	1.1362	172.57	287.69	4.1948	0.31225	0.52062	438.17	0.14370	3.6657e-05	0.028624	vapor
554.00	1.0000	0.87856	1.1382	172.88	288.21	4.1957	0.31224	0.52062	438.56	0.14271	3.6707e-05	0.028662	vapor
555.00	1.0000	0.87697	1.1403	173.19	288.73	4.1967	0.31224	0.52062	438.96	0.14173	3.6756e-05	0.028700	vapor
556.00	1.0000	0.87540	1.1423	173.51	289.25	4.1976	0.31224	0.52062	439.35	0.14075	3.6805e-05	0.028739	vapor
557.00	1.0000	0.87382	1.1444	173.82	289.77	4.1985	0.31224	0.52061	439.75	0.13978	3.6854e-05	0.028777	vapor
558.00	1.0000	0.87226	1.1464	174.13	290.30	4.1995	0.31224	0.52061	440.14	0.13881	3.6902e-05	0.028815	vapor
559.00	1.0000	0.87070	1.1485	174.44	290.82	4.2004	0.31224	0.52061	440.54	0.13784	3.6951e-05	0.028853	vapor
560.00	1.0000	0.86914	1.1506	174.76	291.34	4.2013	0.31224	0.52061	440.93	0.13688	3.7000e-05	0.028891	vapor
561.00	1.0000	0.86759	1.1526	175.07	291.86	4.2023	0.31224	0.52061	441.32	0.13592	3.7049e-05	0.028929	vapor
562.00	1.0000	0.86605	1.1547	175.38	292.38	4.2032	0.31224	0.52061	441.72	0.13497	3.7098e-05	0.028967	vapor
563.00	1.0000	0.86451	1.1567	175.69	292.90	4.2041	0.31224	0.52061	442.11	0.13402	3.7146e-05	0.029005	vapor
564.00	1.0000	0.86298	1.1588	176.01	293.42	4.2050	0.31224	0.52061	442.50	0.13307	3.7195e-05	0.029043	vapor
565.00	1.0000	0.86145	1.1608	176.32	293.94	4.2060	0.31224	0.52061	442.89	0.13213	3.7244e-05	0.029081	vapor
566.00	1.0000	0.85993	1.1629	176.63	294.46	4.2069	0.31224	0.52060	443.29	0.13119	3.7292e-05	0.029119	vapor
567.00	1.0000	0.85841	1.1649	176.94	294.98	4.2078	0.31224	0.52060	443.68	0.13026	3.7341e-05	0.029157	vapor
568.00	1.0000	0.85690	1.1670	177.25	295.50	4.2087	0.31224	0.52060	444.07	0.12933	3.7389e-05	0.029195	vapor
569.00	1.0000	0.85539	1.1691	177.57	296.02	4.2096	0.31224	0.52060	444.46	0.12840	3.7438e-05	0.029233	vapor
570.00	1.0000	0.85389	1.1711	177.88	296.54	4.2105	0.31224	0.52060	444.85	0.12748	3.7486e-05	0.029271	vapor
571.00	1.0000	0.85239	1.1732	178.19	297.06	4.2115	0.31224	0.52060	445.24	0.12656	3.7535e-05	0.029308	vapor
572.00	1.0000	0.85090	1.1752	178.50	297.58	4.2124	0.31224	0.52060	445.63	0.12564	3.7583e-05	0.029346	vapor
573.00	1.0000	0.84942	1.1773	178.82	298.10	4.2133	0.31224	0.52060	446.02	0.12473	3.7631e-05	0.029384	vapor
574.00	1.0000	0.84794	1.1793	179.13	298.62	4.2142	0.31224	0.52060	446.41	0.12382	3.7680e-05	0.029422	vapor
575.00	1.0000	0.84646	1.1814	179.44	299.15	4.2151	0.31224	0.52059	446.80	0.12291	3.7728e-05	0.029459	vapor
576.00	1.0000	0.84499	1.1834	179.75	299.67	4.2160	0.31224	0.52059	447.18	0.12201	3.7776e-05	0.029497	vapor
577.00	1.0000	0.84353	1.1855	180.07	300.19	4.2169	0.31224	0.52059	447.57	0.12111	3.7824e-05	0.029534	vapor
578.00	1.0000	0.84207	1.1876	180.38	300.71	4.2178	0.31224	0.52059	447.96	0.12022	3.7873e-05	0.029572	vapor
579.00	1.0000	0.84061	1.1896	180.69	301.23	4.2187	0.31224	0.52059	448.35	0.11933	3.7921e-05	0.029610	vapor
580.00	1.0000	0.83916	1.1917	181.00	301.75	4.2196	0.31224	0.52059	448.73	0.11844	3.7969e-05	0.029647	vapor
581.00	1.0000	0.83772	1.1937	181.32	302.27	4.2205	0.31224	0.52059	449.12	0.11756	3.8017e-05	0.029685	vapor
582.00	1.0000	0.83628	1.1958	181.63	302.79	4.2214	0.31224	0.52059	449.51	0.11668	3.8065e-05	0.029722	vapor
583.00	1.0000	0.83484	1.1978	181.94	303.31	4.2223	0.31224	0.52059	449.89	0.11580	3.8113e-05	0.029759	vapor
584.00	1.0000	0.83341	1.1999	182.25	303.83	4.2232	0.31224	0.52059	450.28	0.11493	3.8161e-05	0.029797	vapor
585.00	1.0000	0.83199	1.2019	182.56	304.35	4.2241	0.31224	0.52058	450.66	0.11406	3.8209e-05	0.029834	vapor
586.00	1.0000	0.83057	1.2040	182.88	304.87	4.2250	0.31224	0.52058	451.05	0.11319	3.8257e-05	0.029872	vapor
587.00	1.0000	0.82915	1.2061	183.19	305.39	4.2258	0.31224	0.52058	451.43	0.11233	3.8304e-05	0.029909	vapor
588.00	1.0000	0.82774	1.2081	183.50	305.91	4.2267	0.31224	0.52058	451.82	0.11147	3.8352e-05	0.029946	vapor
589.00	1.0000	0.82634	1.2102	183.81	306.43	4.2276	0.31224	0.52058	452.20	0.11061	3.8400e-05	0.029983	vapor
590.00	1.0000	0.82494	1.2122	184.13	306.95	4.2285	0.31224	0.52058	452.58	0.10976	3.8448e-05	0.030021	vapor
591.00	1.0000	0.82354	1.2143	184.44	307.47	4.2294	0.31224	0.52058	452.97	0.10891	3.8495e-05	0.030058	vapor
592.00	1.0000	0.82215	1.2163	184.75	308.00	4.2303	0.31224	0.52058	453.35	0.10806	3.8543e-05	0.030095	vapor
593.00	1.0000	0.82076	1.2184	185.06	308.52	4.2311	0.31224	0.52058	453.73	0.10722	3.8591e-05	0.030132	vapor
594.00	1.0000	0.81938	1.2204	185.38	309.04	4.2320	0.31224	0.52058	454.12	0.10638	3.8638e-05	0.030169	vapor
595.00	1.0000	0.81800	1.2225	185.69	309.56	4.2329	0.31224	0.52058	454.50	0.10554	3.8686e-05	0.030206	vapor
596.00	1.0000	0.81663	1.2245	186.00	310.08	4.2338	0.31224	0.52057	454.88	0.10471	3.8733e-05	0.030244	vapor
597.00	1.0000	0.81526	1.2266	186.31	310.60	4.2346	0.31224	0.52057	455.26	0.10388	3.8781e-05	0.030281	vapor
598.00	1.0000	0.81390	1.2287	186.63	311.12	4.2355	0.31224	0.52057	455.64	0.10305	3.8828e-05	0.030318	vapor
599.00	1.0000	0.81254	1.2307	186.94	311.64	4.2364	0.31224	0.52057	456.02	0.10223	3.8875e-05	0.030355	vapor
600.00	1.0000	0.81118	1.2328	187.25	312.16	4.2372	0.31224	0.52057	456.40	0.10141	3.8923e-05	0.030391	vapor
601.00	1.0000	0.80983	1.2348	187.56	312.68	4.2381	0.31224	0.52057	456.78	0.10059	3.8970e-05	0.030428	vapor
602.00	1.0000	0.80849	1.2369	187.87	313.20	4.2390	0.31224	0.52057	457.16	0.099775	3.9017e-05	0.030465	vapor
603.00	1.0000	0.80715	1.2389	188.19	313.72	4.2398	0.31224	0.52057	457.54	0.098963	3.9065e-05	0.030502	vapor
604.00	1.0000	0.80581	1.2410	188.50	314.24	4.2407	0.31224	0.52057	457.92	0.098155	3.9112e-05	0.030539	vapor
605.00	1.0000	0.80448	1.2430	188.81	314.76	4.2416	0.31224	0.52057	458.30	0.097350	3.9159e-05	0.030576	vapor
606.00	1.0000	0.80315	1.2451	189.12	315.28	4.2424	0.31224	0.52057	458.68	0.096548	3.9206e-05	0.030613	vapor
607.00	1.0000	0.80183	1.2472	189.44	315.80	4.2433	0.31224	0.52056	459.06	0.095748	3.9253e-05	0.030649	vapor
608.00	1.0000	0.80051	1.2492	189.75	316.32	4.2441	0.31224	0.52056	459.43	0.094952	3.9300e-05	0.030686	vapor
609.00	1.0000	0.79919	1.2513	190.06	316.85	4.2450	0.31224	0.52056	459.81	0.094159	3.9347e-05	0.030723	vapor
610.00	1.0000	0.79788	1.2533	190.37	317.37	4.2458	0.31224	0.52056	460.19	0.093369	3.9394e-05	0.030760	vapor
611.00	1.0000	0.79658	1.2554	190.69	317.89	4.2467	0.31224	0.52056	460.57	0.092582	3.9441e-05	0.030796	vapor
612.00	1.0000	0.79527	1.2574	191.00	318.41	4.2476	0.31224	0.52056	460.94	0.091798	3.9488e-05	0.030833	vapor
613.00	1.0000	0.79398	1.2595	191.31	318.93	4.2484	0.31224	0.52056	461.32	0.091016	3.9535e-05	0.030869	vapor
614.00	1.0000	0.79268	1.2615	191.62	319.45	4.2493	0.31224	0.52056	461.69	0.090238	3.9582e-05	0.030906	vapor
615.00	1.0000	0.79139	1.2636	191.93	319.97	4.2501	0.31224	0.52056	462.07	0.089462	3.9629e-05	0.030943	vapor
616.00	1.0000	0.79011	1.2656	192.25	320.49	4.2509	0.31224	0.52056	462.45	0.088690	3.9676e-05	0.030979	vapor
617.00	1.0000	0.78883	1.2677	192.56	321.01	4.2518	0.31224	0.52056	462.82	0.087920	3.9722e-05	0.031016	vapor
618.00	1.0000	0.78755	1.2698	192.87	321.53	4.2526	0.31224	0.52055	463.20	0.087153	3.9769e-05	0.031052	vapor
619.00	1.0000	0.78628	1.2718	193.18	322.05	4.2535	0.31224	0.52055	463.57	0.086389	3.9816e-05	0.031088	vapor
620.00	1.0000	0.78501	1.2739	193.50	322.57	4.2543	0.31224	0.52055	463.94	0.085628	3.9863e-05	0.031125	vapor
621.00	1.0000	0.78375	1.2759	193.81	323.09	4.2552	0.31224	0.52055	464.32	0.084870	3.9909e-05	0.031161	vapor
622.00	1.0000	0.78249	1.2780	194.12	323.61	4.2560	0.31224	0.52055	464.69	0.084114	3.9956e-05	0.031198	vapor
623.00	1.0000	0.78123	1.2800	194.43	324.13	4.2568	0.31224	0.52055	465.06	0.083362	4.0002e-05	0.031234	vapor
624.00	1.0000	0.77998	1.2821	194.75	324.65	4.2577	0.31224	0.52055	465.44	0.082612	4.0049e-05	0.031270	vapor
625.00	1.0000	0.77873	1.2841	195.06	325.17	4.2585	0.31224	0.52055	465.81	0.081864	4.0095e-05	0.031307	vapor
626.00	1.0000	0.77748	1.2862	195.37	325.69	4.2593	0.31224	0.52055	466.18	0.081120	4.0142e-05	0.031343	vapor
627.00	1.0000	0.77624	1.2883	195.68	326.22	4.2602	0.31224	0.52055	466.55	0.080378	4.0188e-05	0.031379	vapor
628.00	1.0000	0.77501	1.2903	196.00	326.74	4.2610	0.31224	0.52055	466.93	0.079639	4.0235e-05	0.031415	vapor
629.00	1.0000	0.77378	1.2924	196.31	327.26	4.2618	0.31224	0.52055	467.30	0.078903	4.0281e-05	0.031451	vapor
630.00	1.0000	0.77255	1.2944	196.62	327.78	4.2626	0.31224	0.52055	467.67	0.078169	4.0327e-05	0.031488	vapor
631.00	1.0000	0.77132	1.2965	196.93	328.30	4.2635	0.31224	0.52054	468.04	0.077438	4.0374e-05	0.031524	vapor
632.00	1.0000	0.77010	1.2985	197.24	328.82	4.2643	0.31224	0.52054	468.41	0.076709	4.0420e-05	0.031560	vapor
633.00	1.0000	0.76889	1.3006	197.56	329.34	4.2651	0.31224	0.52054	468.78	0.075984	4.0466e-05	0.031596	vapor
634.00	1.0000	0.76767	1.3026	197.87	329.86	4.2659	0.31224	0.52054	469.15	0.075261	4.0512e-05	0.031632	vapor
635.00	1.0000	0.76646	1.3047	198.18	330.38	4.2668	0.31223	0.52054	469.52	0.074540	4.0559e-05	0.031668	vapor
636.00	1.0000	0.76526	1.3067	198.49	330.90	4.2676	0.31223	0.52054	469.89	0.073822	4.0605e-05	0.031704	vapor
637.00	1.0000	0.76406	1.3088	198.81	331.42	4.2684	0.31223	0.52054	470.26	0.073107	4.0651e-05	0.031740	vapor
638.00	1.0000	0.76286	1.3109	199.12	331.94	4.2692	0.31223	0.52054	470.63	0.072394	4.0697e-05	0.031776	vapor
639.00	1.0000	0.76166	1.3129	199.43	332.46	4.2700	0.31223	0.52054	471.00	0.071684	4.0743e-05	0.031812	vapor
640.00	1.0000	0.76047	1.3150	199.74	332.98	4.2708	0.31223	0.52054	471.36	0.070976	4.0789e-05	0.031848	vapor
641.00	1.0000	0.75929	1.3170	200.06	333.50	4.2717	0.31223	0.52054	471.73	0.070271	4.0835e-05	0.031884	vapor
642.00	1.0000	0.75811	1.3191	200.37	334.02	4.2725	0.31223	0.52054	472.10	0.069569	4.0881e-05	0.031919	vapor
643.00	1.0000	0.75693	1.3211	200.68	334.54	4.2733	0.31223	0.52054	472.47	0.068869	4.0927e-05	0.031955	vapor
644.00	1.0000	0.75575	1.3232	200.99	335.06	4.2741	0.31223	0.52053	472.83	0.068171	4.0973e-05	0.031991	vapor
645.00	1.0000	0.75458	1.3252	201.30	335.58	4.2749	0.31223	0.52053	473.20	0.067476	4.1018e-05	0.032027	vapor
646.00	1.0000	0.75341	1.3273	201.62	336.11	4.2757	0.31223	0.52053	473.57	0.066784	4.1064e-05	0.032063	vapor
647.00	1.0000	0.75225	1.3294	201.93	336.63	4.2765	0.31223	0.52053	473.93	0.066093	4.1110e-05	0.032098	vapor
648.00	1.0000	0.75108	1.3314	202.24	337.15	4.2773	0.31223	0.52053	474.30	0.065406	4.1156e-05	0.032134	vapor
649.00	1.0000	0.74993	1.3335	202.55	337.67	4.2781	0.31223	0.52053	474.67	0.064720	4.1202e-05	0.032170	vapor
650.00	1.0000	0.74877	1.3355	202.87	338.19	4.2789	0.31223	0.52053	475.03	0.064038	4.1247e-05	0.032205	vapor
651.00	1.0000	0.74762	1.3376	203.18	338.71	4.2797	0.31223	0.52053	475.40	0.063357	4.1293e-05	0.032241	vapor
652.00	1.0000	0.74648	1.3396	203.49	339.23	4.2805	0.31223	0.52053	475.76	0.062679	4.1339e-05	0.032277	vapor
653.00	1.0000	0.74533	1.3417	203.80	339.75	4.2813	0.31223	0.52053	476.13	0.062003	4.1384e-05	0.032312	vapor
654.00	1.0000	0.74419	1.3437	204.12	340.27	4.2821	0.31223	0.52053	476.49	0.061330	4.1430e-05	0.032348	vapor
655.00	1.0000	0.74306	1.3458	204.43	340.79	4.2829	0.31223	0.52053	476.85	0.060659	4.1475e-05	0.032383	vapor
656.00	1.0000	0.74192	1.3478	204.74	341.31	4.2837	0.31223	0.52053	477.22	0.059991	4.1521e-05	0.032419	vapor
657.00	1.0000	0.74079	1.3499	205.05	341.83	4.2845	0.31223	0.52053	477.58	0.059324	4.1566e-05	0.032454	vapor
658.00	1.0000	0.73967	1.3520	205.36	342.35	4.2853	0.31223	0.52053	477.94	0.058660	4.1612e-05	0.032490	vapor
659.00	1.0000	0.73855	1.3540	205.68	342.87	4.2861	0.31223	0.52052	478.31	0.057999	4.1657e-05	0.032525	vapor
660.00	1.0000	0.73743	1.3561	205.99	343.39	4.2869	0.31223	0.52052	478.67	0.057339	4.1702e-05	0.032560	vapor
661.00	1.0000	0.73631	1.3581	206.30	343.91	4.2876	0.31223	0.52052	479.03	0.056682	4.1748e-05	0.032596	vapor
662.00	1.0000	0.73520	1.3602	206.61	344.43	4.2884	0.31223	0.52052	479.39	0.056028	4.1793e-05	0.032631	vapor
663.00	1.0000	0.73409	1.3622	206.93	344.95	4.2892	0.31223	0.52052	479.76	0.055375	4.1838e-05	0.032667	vapor
664.00	1.0000	0.73298	1.3643	207.24	345.47	4.2900	0.31223	0.52052	480.12	0.054725	4.1884e-05	0.032702	vapor
665.00	1.0000	0.73188	1.3663	207.55	346.00	4.2908	0.31223	0.52052	480.48	0.054077	4.1929e-05	0.032737	vapor
666.00	1.0000	0.73078	1.3684	207.86	346.52	4.2916	0.31223	0.52052	480.84	0.053431	4.1974e-05	0.032772	vapor
667.00	1.0000	0.72969	1.3705	208.18	347.04	4.2924	0.31223	0.52052	481.20	0.052788	4.2019e-05	0.032808	vapor
668.00	1.0000	0.72859	1.3725	208.49	347.56	4.2931	0.31223	0.52052	481.56	0.052146	4.2064e-05	0.032843	vapor
669.00	1.0000	0.72751	1.3746	208.80	348.08	4.2939	0.31223	0.52052	481.92	0.051507	4.2109e-05	0.032878	vapor
670.00	1.0000	0.72642	1.3766	209.11	348.60	4.2947	0.31223	0.52052	482.28	0.050870	4.2154e-05	0.032913	vapor
671.00	1.0000	0.72534	1.3787	209.42	349.12	4.2955	0.31223	0.52052	482.64	0.050236	4.2199e-05	0.032948	vapor
672.00	1.0000	0.72426	1.3807	209.74	349.64	4.2962	0.31223	0.52052	483.00	0.049603	4.2244e-05	0.032983	vapor
673.00	1.0000	0.72318	1.3828	210.05	350.16	4.2970	0.31223	0.52052	483.36	0.048973	4.2289e-05	0.033019	vapor
674.00	1.0000	0.72211	1.3848	210.36	350.68	4.2978	0.31223	0.52051	483.72	0.048344	4.2334e-05	0.033054	vapor
675.00	1.0000	0.72104	1.3869	210.67	351.20	4.2986	0.31223	0.52051	484.08	0.047718	4.2379e-05	0.033089	vapor
676.00	1.0000	0.71997	1.3889	210.99	351.72	4.2993	0.31223	0.52051	484.43	0.047094	4.2424e-05	0.033124	vapor
677.00	1.0000	0.71891	1.3910	211.30	352.24	4.3001	0.31223	0.52051	484.79	0.046472	4.2469e-05	0.033159	vapor
678.00	1.0000	0.71785	1.3931	211.61	352.76	4.3009	0.31223	0.52051	485.15	0.045852	4.2514e-05	0.033194	vapor
679.00	1.0000	0.71679	1.3951	211.92	353.28	4.3016	0.31223	0.52051	485.51	0.045235	4.2559e-05	0.033229	vapor
680.00	1.0000	0.71574	1.3972	212.24	353.80	4.3024	0.31223	0.52051	485.87	0.044619	4.2603e-05	0.033264	vapor
681.00	1.0000	0.71468	1.3992	212.55	354.32	4.3032	0.31223	0.52051	486.22	0.044006	4.2648e-05	0.033298	vapor
682.00	1.0000	0.71364	1.4013	212.86	354.84	4.3039	0.31223	0.52051	486.58	0.043394	4.2693e-05	0.033333	vapor
683.00	1.0000	0.71259	1.4033	213.17	355.36	4.3047	0.31223	0.52051	486.94	0.042785	4.2737e-05	0.033368	vapor
684.00	1.0000	0.71155	1.4054	213.48	355.89	4.3055	0.31223	0.52051	487.29	0.042177	4.2782e-05	0.033403	vapor
685.00	1.0000	0.71051	1.4074	213.80	356.41	4.3062	0.31223	0.52051	487.65	0.041572	4.2827e-05	0.033438	vapor
686.00	1.0000	0.70947	1.4095	214.11	356.93	4.3070	0.31223	0.52051	488.00	0.040969	4.2871e-05	0.033473	vapor
687.00	1.0000	0.70844	1.4115	214.42	357.45	4.3077	0.31223	0.52051	488.36	0.040368	4.2916e-05	0.033507	vapor
688.00	1.0000	0.70741	1.4136	214.73	357.97	4.3085	0.31223	0.52051	488.71	0.039768	4.2960e-05	0.033542	vapor
689.00	1.0000	0.70639	1.4157	215.05	358.49	4.3092	0.31223	0.52051	489.07	0.039171	4.3005e-05	0.033577	vapor
690.00	1.0000	0.70536	1.4177	215.36	359.01	4.3100	0.31223	0.52051	489.42	0.038576	4.3049e-05	0.033612	vapor
691.00	1.0000	0.70434	1.4198	215.67	359.53	4.3108	0.31223	0.52050	489.78	0.037982	4.3094e-05	0.033646	vapor
692.00	1.0000	0.70332	1.4218	215.98	360.05	4.3115	0.31223	0.52050	490.13	0.037391	4.3138e-05	0.033681	vapor
693.00	1.0000	0.70231	1.4239	216.30	360.57	4.3123	0.31223	0.52050	490.49	0.036802	4.3183e-05	0.033716	vapor
694.00	1.0000	0.70130	1.4259	216.61	361.09	4.3130	0.31223	0.52050	490.84	0.036214	4.3227e-05	0.033750	vapor
695.00	1.0000	0.70029	1.4280	216.92	361.61	4.3138	0.31223	0.52050	491.19	0.035629	4.3271e-05	0.033785	vapor
696.00	1.0000	0.69928	1.4300	217.23	362.13	4.3145	0.31223	0.52050	491.55	0.035045	4.3316e-05	0.033819	vapor
697.00	1.0000	0.69828	1.4321	217.54	362.65	4.3153	0.31223	0.52050	491.90	0.034463	4.3360e-05	0.033854	vapor
698.00	1.0000	0.69728	1.4342	217.86	363.17	4.3160	0.31223	0.52050	492.25	0.033884	4.3404e-05	0.033888	vapor
